Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
CP009977.1	1289510	1291288	1	plus	molybdopterin-guanine dinucleotide biosynthesis protein MobB			protein-coding			ALR15543.1	molybdopterin-guanine dinucleotide biosynthesis protein MobB	592	PN96_05925
CP009977.1	1291452	1291718	1	plus	hypothetical protein			protein-coding			ALR15544.1	hypothetical protein	88	PN96_05930
CP009977.1	1291788	1292273	1	minus	hypothetical protein			protein-coding			ALR15545.1	hypothetical protein	161	PN96_05935
CP009977.1	1292462	1293370	1	minus	N-acetylglucosamine kinase			protein-coding			ALR15546.1	N-acetylglucosamine kinase	302	PN96_05940
CP009977.1	1293546	1294295	1	minus	cytoplasmic protein			protein-coding			ALR17216.1	cytoplasmic protein	249	PN96_05945
CP009977.1	1294435	1295253	1	plus	sterol desaturase			protein-coding			ALR15547.1	sterol desaturase	272	PN96_05950
CP009977.1	1295315	1295695	1	minus	hypothetical protein			protein-coding			ALR15548.1	hypothetical protein	126	PN96_05955
CP009977.1	1295761	1296006	1	plus	hypothetical protein			protein-coding			ALR15549.1	hypothetical protein	81	PN96_05960
CP009977.1	1296008	1298014	1	minus	chemotaxis protein			protein-coding			ALR15550.1	chemotaxis protein	668	PN96_05965
CP009977.1	1298155	1298646	1	plus	hydrolase			protein-coding			ALR15551.1	hydrolase	163	PN96_05970
CP009977.1	1298699	1299043	1	minus	topoisomerase II			protein-coding			ALR15552.1	topoisomerase II	114	PN96_05975
CP009977.1	1299202	1300164	1	minus	diguanylate cyclase			protein-coding			ALR15553.1	diguanylate cyclase	320	PN96_05980
CP009977.1	1300164	1301138	1	minus	chemotaxis protein CheC			protein-coding			ALR17217.1	chemotaxis protein CheC	324	PN96_05985
CP009977.1	1301363	1302229	1	plus	hypothetical protein			protein-coding			ALR15554.1	hypothetical protein	288	PN96_05990
CP009977.1	1302461	1302655	1	plus	molybdopterin-guanine dinucleotide biosynthesis protein A			protein-coding			ALR15555.1	molybdopterin-guanine dinucleotide biosynthesis protein A	64	PN96_05995
CP009977.1	1302718	1303329	1	minus	riboflavin synthase subunit alpha			protein-coding			ALR15556.1	riboflavin synthase subunit alpha	203	PN96_06000
CP009977.1	1303619	1304989	1	plus	multidrug transporter MatE			protein-coding			ALR15557.1	multidrug transporter MatE	456	PN96_06005
CP009977.1	1305091	1306098	1	plus	hypothetical protein			protein-coding			ALR15558.1	hypothetical protein	335	PN96_06010
CP009977.1	1306112	1306948	1	minus	DNA ligase			protein-coding			ALR17218.1	DNA ligase	278	PN96_06015
CP009977.1	1307113	1307502	1	minus	shikimate kinase			protein-coding			ALR15559.1	shikimate kinase	129	PN96_06020
CP009977.1	1307623	1309206	1	minus	BCCT transporter			protein-coding			ALR15560.1	BCCT transporter	527	PN96_06025
CP009977.1	1309545	1310060	1	minus	membrane protein			protein-coding			ALR15561.1	membrane protein	171	PN96_06030
CP009977.1	1310290	1310769	1	minus	membrane protein			protein-coding			ALR17219.1	membrane protein	159	PN96_06035
CP009977.1	1310953	1314945	1	minus	ATP-dependent helicase HrpA			protein-coding			ALR17220.1	ATP-dependent helicase HrpA	1330	PN96_06040
CP009977.1	1315111	1315695	1	plus	FMN-dependent NADH-azoreductase			protein-coding			ALR15562.1	FMN-dependent NADH-azoreductase	194	PN96_06045
CP009977.1	1315809	1316213	1	minus	hypothetical protein			protein-coding			ALR17221.1	hypothetical protein	134	PN96_06050
CP009977.1	1316562	1316906	1	plus	hypothetical protein			protein-coding			ALR15563.1	hypothetical protein	114	PN96_06055
CP009977.1	1316916	1318856	1	plus	isoleucyl-tRNA synthetase			protein-coding			ALR15564.1	isoleucyl-tRNA synthetase	646	PN96_06060
CP009977.1	1318978	1319418	1	plus	hypothetical protein			protein-coding			ALR15565.1	hypothetical protein	146	PN96_06065
CP009977.1	1319603	1320133	1	minus	exonuclease			protein-coding			ALR15566.1	exonuclease	176	PN96_06070
CP009977.1	1320572	1321204	1	plus	hypothetical protein			protein-coding			ALR15567.1	hypothetical protein	210	PN96_06075
CP009977.1	1321204	1323168	1	plus	molecular chaperone DnaK			protein-coding			ALR15568.1	molecular chaperone DnaK	654	PN96_06080
CP009977.1	1323224	1326046	1	plus	molecular chaperone DnaK			protein-coding			ALR15569.1	molecular chaperone DnaK	940	PN96_06085
CP009977.1	1326134	1326328	1	minus	hypothetical protein			protein-coding			ALR15570.1	hypothetical protein	64	PN96_06090
CP009977.1	1326415	1327101	1	plus	3-methyladenine DNA glycosylase			protein-coding			ALR15571.1	3-methyladenine DNA glycosylase	228	PN96_06095
CP009977.1	1327484	1329226	1	plus	multidrug ABC transporter ATP-binding protein			protein-coding			ALR15572.1	multidrug ABC transporter ATP-binding protein	580	PN96_06100
CP009977.1	1329227	1331005	1	plus	multidrug ABC transporter ATP-binding protein			protein-coding			ALR15573.1	multidrug ABC transporter ATP-binding protein	592	PN96_06105
CP009977.1	1331279	1331827	1	plus	hypothetical protein			protein-coding			ALR15574.1	hypothetical protein	182	PN96_06110
CP009977.1	1331902	1332120	1	minus	hypothetical protein			protein-coding			ALR15575.1	hypothetical protein	72	PN96_06115
CP009977.1	1332223	1333338	1	minus	c-di-GMP phosphodiesterase			protein-coding			ALR15576.1	c-di-GMP phosphodiesterase	371	PN96_06120
CP009977.1	1333584	1334789	1	minus	tyrosine transporter TyrP			protein-coding			ALR15577.1	tyrosine transporter TyrP	401	PN96_06125
CP009977.1	1335177	1335779	1	minus	SM-20 protein			protein-coding			ALR15578.1	SM-20 protein	200	PN96_06130
CP009977.1	1336137	1337075	1	plus	LysR family transcriptional regulator			protein-coding			ALR15579.1	LysR family transcriptional regulator	312	PN96_06135
CP009977.1	1337805	1338278	1	minus	chemotaxis protein CheY			protein-coding			ALR15580.1	chemotaxis protein CheY	157	PN96_06140
CP009977.1	1338265	1339602	1	minus	histidine kinase			protein-coding			ALR15581.1	histidine kinase	445	PN96_06145
CP009977.1	1339606	1341024	1	minus	dihydroorotate dehydrogenase			protein-coding			ALR15582.1	dihydroorotate dehydrogenase	472	PN96_06150
CP009977.1	1341401	1341931	1	minus	HupE/UreJ protein			protein-coding			ALR15583.1	HupE/UreJ protein	176	PN96_06155
CP009977.1	1341943	1342584	1	minus	urease accessory protein UreG			protein-coding			ALR15584.1	urease accessory protein UreG	213	PN96_06160
CP009977.1	1342587	1343249	1	minus	urease accessory protein UreF			protein-coding			ALR15585.1	urease accessory protein UreF	220	PN96_06165
CP009977.1	1343249	1343737	1	minus	urease accessory protein UreE			protein-coding			ALR15586.1	urease accessory protein UreE	162	PN96_06170
CP009977.1	1343766	1345472	1	minus	urease subunit alpha	ureC		protein-coding			ALR15587.1	urease subunit alpha	568	PN96_06175
CP009977.1	1345532	1345837	1	minus	urease subunit beta	ureB		protein-coding			ALR15588.1	urease subunit beta	101	PN96_06180
CP009977.1	1345846	1346148	1	minus	urease subunit gamma	ureA		protein-coding			ALR15589.1	urease subunit gamma	100	PN96_06185
CP009977.1	1346253	1347110	1	minus	urease accessory protein UreD			protein-coding			ALR15590.1	urease accessory protein UreD	285	PN96_06190
CP009977.1	1347115	1347810	1	minus	urea ABC transporter ATP-binding protein			protein-coding			ALR15591.1	urea ABC transporter ATP-binding protein	231	PN96_06195
CP009977.1	1347807	1348643	1	minus	urea ABC transporter ATP-binding protein			protein-coding			ALR15592.1	urea ABC transporter ATP-binding protein	278	PN96_06200
CP009977.1	1348640	1349725	1	minus	amino acid ABC transporter permease			protein-coding			ALR15593.1	amino acid ABC transporter permease	361	PN96_06205
CP009977.1	1349728	1351392	1	minus	urea ABC transporter permease			protein-coding			ALR15594.1	urea ABC transporter permease	554	PN96_06210
CP009977.1	1351545	1352819	1	minus	branched-chain amino acid ABC transporter substrate-binding protein			protein-coding			ALR15595.1	branched-chain amino acid ABC transporter substrate-binding protein	424	PN96_06215
CP009977.1	1353123	1356512	1	plus	ATPase			protein-coding			ALR15596.1	ATPase	1129	PN96_06220
CP009977.1	1356490	1357392	1	plus	LuxR family transcriptional regulator			protein-coding			ALR15597.1	LuxR family transcriptional regulator	300	PN96_06225
CP009977.1	1357469	1358077	1	minus	phospholipase			protein-coding			ALR15598.1	phospholipase	202	PN96_06230
CP009977.1	1358268	1358519	1	plus	protein phosphatase			protein-coding			ALR15599.1	protein phosphatase	83	PN96_06235
CP009977.1	1358611	1359429	1	plus	transcriptional regulator			protein-coding			ALR15600.1	transcriptional regulator	272	PN96_06240
CP009977.1	1359484	1360842	1	minus	MFS transporter			protein-coding			ALR15601.1	MFS transporter	452	PN96_06245
CP009977.1	1360935	1361948	1	minus	4-hyroxy-2-oxovalerate aldolase			protein-coding			ALR15602.1	4-hyroxy-2-oxovalerate aldolase	337	PN96_06250
CP009977.1	1361960	1362895	1	minus	acetaldehyde dehydrogenase			protein-coding			ALR15603.1	acetaldehyde dehydrogenase	311	PN96_06255
CP009977.1	1362892	1363692	1	minus	2-keto-4-pentenoate hydratase			protein-coding			ALR15604.1	2-keto-4-pentenoate hydratase	266	PN96_06260
CP009977.1	1363703	1364566	1	minus	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase			protein-coding			ALR15605.1	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	287	PN96_06265
CP009977.1	1364559	1365548	1	minus	3-(2,3-dihydroxyphenyl)propionate dioxygenase	mhpB		protein-coding			ALR15606.1	3-(2,3-dihydroxyphenyl)propionate dioxygenase	329	PN96_06270
CP009977.1	1365550	1367178	1	minus	3-(3-hydroxyphenyl)propionate hydroxylase	mhpA		protein-coding			ALR15607.1	3-(3-hydroxyphenyl)propionate hydroxylase	542	PN96_06275
CP009977.1	1367809	1368336	1	minus	transporter			protein-coding			ALR15608.1	transporter	175	PN96_06280
CP009977.1	1368339	1368923	1	minus	chromate transporter			protein-coding			ALR15609.1	chromate transporter	194	PN96_06285
CP009977.1	1368945	1369814	1	minus	hypothetical protein			protein-coding			ALR15610.1	hypothetical protein	289	PN96_06290
CP009977.1	1369804	1371057	1	minus	amidase			protein-coding			ALR15611.1	amidase	417	PN96_06295
CP009977.1	1371082	1372311	1	minus	aminotransferase V			protein-coding			ALR15612.1	aminotransferase V	409	PN96_06300
CP009977.1	1372311	1373879	1	minus	gamma-glutamyltransferase			protein-coding			ALR15613.1	gamma-glutamyltransferase	522	PN96_06305
CP009977.1	1373879	1375060	1	minus	amidase			protein-coding			ALR15614.1	amidase	393	PN96_06310
CP009977.1	1375171	1376610	1	minus	amino acid transporter			protein-coding			ALR15615.1	amino acid transporter	479	PN96_06315
CP009977.1	1376949	1377620	1	plus	GntR family transcriptional regulator			protein-coding			ALR15616.1	GntR family transcriptional regulator	223	PN96_06320
CP009977.1	1377627	1378358	1	plus	Asp/Glu/hydantoin racemase			protein-coding			ALR15617.1	Asp/Glu/hydantoin racemase	243	PN96_06325
CP009977.1	1378416	1379345	1	plus	allantoinase			protein-coding			ALR15618.1	allantoinase	309	PN96_06330
CP009977.1	1379481	1379840	1	minus	hypothetical protein			protein-coding			ALR15619.1	hypothetical protein	119	PN96_06335
CP009977.1	1380119	1380349	1	plus	secretion protein			protein-coding			ALR15620.1	secretion protein	76	PN96_06340
CP009977.1	1380555	1381139	1	plus	hypothetical protein			protein-coding			ALR15621.1	hypothetical protein	194	PN96_06345
CP009977.1	1381139	1381945	1	plus	hypothetical protein			protein-coding			ALR15622.1	hypothetical protein	268	PN96_06350
CP009977.1	1382172	1383725	1	plus	tail protein			protein-coding			ALR15623.1	tail protein	517	PN96_06355
CP009977.1	1383808	1384287	1	plus	phage tail protein			protein-coding			ALR15624.1	phage tail protein	159	PN96_06360
CP009977.1	1384373	1384816	1	plus	phage tail protein			protein-coding			ALR15625.1	phage tail protein	147	PN96_06365
CP009977.1	1384839	1385045	1	plus	hypothetical protein			protein-coding			ALR15626.1	hypothetical protein	68	PN96_06370
CP009977.1	1385075	1385713	1	plus	peptidoglycan-binding protein			protein-coding			ALR17222.1	peptidoglycan-binding protein	212	PN96_06375
CP009977.1	1385726	1387519	1	plus	type VI secretion protein VgrG			protein-coding			ALR15627.1	type VI secretion protein VgrG	597	PN96_06380
CP009977.1	1387545	1387844	1	plus	type VI secretion protein			protein-coding			ALR15628.1	type VI secretion protein	99	PN96_06385
CP009977.1	1387869	1388318	1	plus	hypothetical protein			protein-coding			ALR15629.1	hypothetical protein	149	PN96_06390
CP009977.1	1388315	1392349	1	plus	hypothetical protein			protein-coding			ALR15630.1	hypothetical protein	1344	PN96_06395
CP009977.1	1392352	1393179	1	plus	hypothetical protein			protein-coding			ALR15631.1	hypothetical protein	275	PN96_06400
CP009977.1	1393182	1395551	1	plus	hypothetical protein			protein-coding			ALR15632.1	hypothetical protein	789	PN96_06405
CP009977.1	1395548	1399351	1	plus	hypothetical protein			protein-coding			ALR15633.1	hypothetical protein	1267	PN96_06410
CP009977.1	1399364	1402117	1	plus	hypothetical protein			protein-coding			ALR15634.1	hypothetical protein	917	PN96_06415
CP009977.1	1402223	1402648	1	minus	hypothetical protein			protein-coding			ALR15635.1	hypothetical protein	141	PN96_06420
CP009977.1	1403906	1404235	1	minus	hypothetical protein			pseudogene						PN96_06425
CP009977.1	1404429	1405811	1	minus	ATPase AAA			protein-coding			ALR15636.1	ATPase AAA	460	PN96_06430
CP009977.1	1406089	1406982	1	minus	transcriptional regulator			protein-coding			ALR15637.1	transcriptional regulator	297	PN96_06435
CP009977.1	1407119	1408477	1	plus	3-phenylpropionate dioxygenase			protein-coding			ALR15638.1	3-phenylpropionate dioxygenase	452	PN96_06440
CP009977.1	1408474	1408992	1	plus	3-phenylpropionate dioxygenase			protein-coding			ALR15639.1	3-phenylpropionate dioxygenase	172	PN96_06445
CP009977.1	1408992	1409309	1	plus	3-phenylpropionate dioxygenase			protein-coding			ALR15640.1	3-phenylpropionate dioxygenase	105	PN96_06450
CP009977.1	1409306	1410118	1	plus	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase			protein-coding			ALR15641.1	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	270	PN96_06455
CP009977.1	1410128	1411333	1	plus	phenoxybenzoate dioxygenase			protein-coding			ALR15642.1	phenoxybenzoate dioxygenase	401	PN96_06460
CP009977.1	1411528	1412484	1	plus	DNA helicase RuvA			protein-coding			ALR15643.1	DNA helicase RuvA	318	PN96_06465
CP009977.1	1412925	1414526	1	plus	malate:quinone oxidoreductase			protein-coding			ALR15644.1	malate:quinone oxidoreductase	533	PN96_06470
CP009977.1	1415037	1415378	1	plus	acyl-CoA synthetase			protein-coding			ALR15645.1	acyl-CoA synthetase	113	PN96_06475
CP009977.1	1415464	1416405	1	minus	lipoprotein NlpI			protein-coding			ALR15646.1	lipoprotein NlpI	313	PN96_06480
CP009977.1	1416780	1417586	1	plus	hydrolase			protein-coding			ALR15647.1	hydrolase	268	PN96_06485
CP009977.1	1417710	1418480	1	plus	DeoR faimly transcriptional regulator			protein-coding			ALR15648.1	DeoR faimly transcriptional regulator	256	PN96_06490
CP009977.1	1418754	1420553	1	plus	amidohydrolase			protein-coding			ALR15649.1	amidohydrolase	599	PN96_06495
CP009977.1	1420897	1421346	1	plus	lipoprotein			protein-coding			ALR15650.1	lipoprotein	149	PN96_06500
CP009977.1	1421433	1422050	1	minus	amino acid transporter LysE			protein-coding			ALR15651.1	amino acid transporter LysE	205	PN96_06505
CP009977.1	1422165	1423142	1	plus	AraC family transcriptional regulator			protein-coding			ALR15652.1	AraC family transcriptional regulator	325	PN96_06510
CP009977.1	1423330	1423713	1	minus	energy transducer TonB			protein-coding			ALR15653.1	energy transducer TonB	127	PN96_06515
CP009977.1	1423999	1424280	1	plus	membrane protein			protein-coding			ALR15654.1	membrane protein	93	PN96_06520
CP009977.1	1424273	1425736	1	plus	sodium/panthothenate symporter	panF		protein-coding			ALR15655.1	sodium/panthothenate symporter	487	PN96_06525
CP009977.1	1426305	1427609	1	minus	hypothetical protein			protein-coding			ALR15656.1	hypothetical protein	434	PN96_06530
CP009977.1	1427695	1429119	1	minus	6-phospho-beta-glucosidase			protein-coding			ALR15657.1	6-phospho-beta-glucosidase	474	PN96_06535
CP009977.1	1429127	1430512	1	minus	PTS family porter, EIIC			protein-coding			ALR15658.1	PTS family porter, EIIC	461	PN96_06540
CP009977.1	1431226	1432260	1	plus	hypothetical protein			protein-coding			ALR15659.1	hypothetical protein	344	PN96_06545
CP009977.1	1432511	1433425	1	plus	hypothetical protein			protein-coding			ALR15660.1	hypothetical protein	304	PN96_06550
CP009977.1	1433674	1434606	1	plus	hypothetical protein			protein-coding			ALR15661.1	hypothetical protein	310	PN96_06555
CP009977.1	1434690	1435676	1	minus	hypothetical protein			protein-coding			ALR15662.1	hypothetical protein	328	PN96_06560
CP009977.1	1435701	1436657	1	minus	ABC transporter permease			protein-coding			ALR15663.1	ABC transporter permease	318	PN96_06565
CP009977.1	1436670	1437659	1	minus	ABC transporter permease			protein-coding			ALR15664.1	ABC transporter permease	329	PN96_06570
CP009977.1	1437656	1439155	1	minus	hypothetical protein			protein-coding			ALR15665.1	hypothetical protein	499	PN96_06575
CP009977.1	1439471	1440346	1	minus	arginase			protein-coding			ALR15666.1	arginase	291	PN96_06580
CP009977.1	1440387	1441040	1	minus	metal-dependent hydrolase			protein-coding			ALR15667.1	metal-dependent hydrolase	217	PN96_06585
CP009977.1	1441183	1442160	1	minus	quinone oxidoreductase			protein-coding			ALR15668.1	quinone oxidoreductase	325	PN96_06590
CP009977.1	1442285	1443217	1	minus	AraC family transcriptional regulator			protein-coding			ALR15669.1	AraC family transcriptional regulator	310	PN96_06595
CP009977.1	1443834	1444505	1	plus	hypothetical protein			protein-coding			ALR17223.1	hypothetical protein	223	PN96_06600
CP009977.1	1444569	1444901	1	minus	hypothetical protein			protein-coding			ALR15670.1	hypothetical protein	110	PN96_06605
CP009977.1	1445161	1446399	1	plus	MFS transporter			protein-coding			ALR15671.1	MFS transporter	412	PN96_06610
CP009977.1	1446473	1447345	1	plus	arginase			protein-coding			ALR15672.1	arginase	290	PN96_06615
CP009977.1	1447528	1447818	1	minus	hypothetical protein			protein-coding			ALR15673.1	hypothetical protein	96	PN96_06620
CP009977.1	1448880	1450076	1	minus	MFS transporter			protein-coding			ALR15674.1	MFS transporter	398	PN96_06625
CP009977.1	1450892	1452211	1	minus	alcohol dehydrogenase			protein-coding			ALR15675.1	alcohol dehydrogenase	439	PN96_06630
CP009977.1	1452218	1453987	1	minus	GMC family oxidoreductase			protein-coding			ALR15676.1	GMC family oxidoreductase	589	PN96_06635
CP009977.1	1454005	1454730	1	minus	dehydrogenase			protein-coding			ALR15677.1	dehydrogenase	241	PN96_06640
CP009977.1	1456038	1456114	1	minus	tRNA-Val			tRNA						PN96_06645
CP009977.1	1456150	1456226	1	minus	tRNA-Val			tRNA						PN96_06650
CP009977.1	1456406	1456744	1	minus	hypothetical protein			protein-coding			ALR15678.1	hypothetical protein	112	PN96_06655
CP009977.1	1456911	1457573	1	minus	queuosine biosynthesis protein QueD			protein-coding			ALR15679.1	queuosine biosynthesis protein QueD	220	PN96_06660
CP009977.1	1457717	1458385	1	minus	maleylacetoacetate isomerase			protein-coding			ALR15680.1	maleylacetoacetate isomerase	222	PN96_06665
CP009977.1	1458400	1459437	1	minus	2-keto-4-pentenoate hydratase			protein-coding			ALR15681.1	2-keto-4-pentenoate hydratase	345	PN96_06670
CP009977.1	1459447	1460577	1	minus	dioxygenase			protein-coding			ALR15682.1	dioxygenase	376	PN96_06675
CP009977.1	1460570	1461643	1	minus	4-hydroxyphenylpyruvate dioxygenase			protein-coding			ALR15683.1	4-hydroxyphenylpyruvate dioxygenase	357	PN96_06680
CP009977.1	1462174	1463280	1	plus	peptidase M20			protein-coding			ALR15684.1	peptidase M20	368	PN96_06685
CP009977.1	1463463	1463900	1	plus	hypothetical protein			protein-coding			ALR15685.1	hypothetical protein	145	PN96_06690
CP009977.1	1464048	1465130	1	minus	iron ABC transporter substrate-binding protein			protein-coding			ALR15686.1	iron ABC transporter substrate-binding protein	360	PN96_06695
CP009977.1	1465312	1466364	1	plus	iron ABC transporter permease			protein-coding			ALR15687.1	iron ABC transporter permease	350	PN96_06700
CP009977.1	1466367	1467134	1	plus	iron ABC transporter ATP-binding protein			protein-coding			ALR15688.1	iron ABC transporter ATP-binding protein	255	PN96_06705
CP009977.1	1467249	1467893	1	minus	hypothetical protein			protein-coding			ALR15689.1	hypothetical protein	214	PN96_06710
CP009977.1	1467927	1468406	1	minus	hypothetical protein			protein-coding			ALR15690.1	hypothetical protein	159	PN96_06715
CP009977.1	1468503	1469294	1	minus	hypothetical protein			protein-coding			ALR15691.1	hypothetical protein	263	PN96_06720
CP009977.1	1469652	1470440	1	minus	phosphotransferase			protein-coding			ALR15692.1	phosphotransferase	262	PN96_06725
CP009977.1	1470517	1470777	1	minus	PnuC protein			protein-coding			ALR15693.1	PnuC protein	86	PN96_06730
CP009977.1	1470857	1471237	1	minus	hypothetical protein			protein-coding			ALR15694.1	hypothetical protein	126	PN96_06735
CP009977.1	1471522	1471965	1	minus	GCN5 family acetyltransferase			protein-coding			ALR15695.1	GCN5 family acetyltransferase	147	PN96_06740
CP009977.1	1472117	1472497	1	minus	hypothetical protein			protein-coding			ALR15696.1	hypothetical protein	126	PN96_06745
CP009977.1	1472646	1473392	1	minus	hypothetical protein			protein-coding			ALR17224.1	hypothetical protein	248	PN96_06750
CP009977.1	1474318	1474575	1	minus	hypothetical protein			protein-coding			ALR15697.1	hypothetical protein	85	PN96_06755
CP009977.1	1474777	1475901	1	minus	23S rRNA methyltransferase			protein-coding			ALR15698.1	23S rRNA methyltransferase	374	PN96_06760
CP009977.1	1475888	1476403	1	minus	metal-dependent hydrolase			protein-coding			ALR15699.1	metal-dependent hydrolase	171	PN96_06765
CP009977.1	1476553	1476783	1	plus	glutaredoxin			protein-coding			ALR15700.1	glutaredoxin	76	PN96_06770
CP009977.1	1476791	1477660	1	minus	LysR family transcriptional regulator			protein-coding			ALR15701.1	LysR family transcriptional regulator	289	PN96_06775
CP009977.1	1477772	1478995	1	plus	MFS transporter permease			protein-coding			ALR15702.1	MFS transporter permease	407	PN96_06780
CP009977.1	1479062	1479643	1	plus	hypothetical protein			protein-coding			ALR15703.1	hypothetical protein	193	PN96_06785
CP009977.1	1479783	1480358	1	plus	SAM-dependent methyltransferase			protein-coding			ALR17225.1	SAM-dependent methyltransferase	191	PN96_06790
CP009977.1	1480440	1481204	1	minus	iron ABC transporter			protein-coding			ALR15704.1	iron ABC transporter	254	PN96_06795
CP009977.1	1481194	1482189	1	minus	Vitamin B12 import system permease BtuC			protein-coding			ALR15705.1	Vitamin B12 import system permease BtuC	331	PN96_06800
CP009977.1	1482302	1483330	1	minus	succinylglutamate desuccinylase			protein-coding			ALR15706.1	succinylglutamate desuccinylase	342	PN96_06805
CP009977.1	1483640	1485445	1	minus	oligoendopeptidase F			protein-coding			ALR15707.1	oligoendopeptidase F	601	PN96_06810
CP009977.1	1485532	1486149	1	minus	alpha-ribazole phosphatase			protein-coding			ALR15708.1	alpha-ribazole phosphatase	205	PN96_06815
CP009977.1	1486161	1486694	1	minus	adenosylcobinamide kinase			protein-coding			ALR15709.1	adenosylcobinamide kinase	177	PN96_06820
CP009977.1	1486691	1487437	1	minus	cobalamin synthase			protein-coding			ALR17226.1	cobalamin synthase	248	PN96_06825
CP009977.1	1487491	1488534	1	minus	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase			protein-coding			ALR15710.1	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	347	PN96_06830
CP009977.1	1488553	1489164	1	minus	protein/domain typically associated with flavoprotein oxygenase, DIM6/NTAB family protein			protein-coding			ALR15711.1	protein/domain typically associated with flavoprotein oxygenase, DIM6/NTAB family protein	203	PN96_06835
CP009977.1	1489451	1490140	1	plus	nucleoside-diphosphate sugar epimerase			protein-coding			ALR15712.1	nucleoside-diphosphate sugar epimerase	229	PN96_06840
CP009977.1	1490328	1491707	1	plus	L-cystine transporter tcyP			protein-coding			ALR15713.1	L-cystine transporter tcyP	459	PN96_06845
CP009977.1	1491901	1492374	1	minus	acetyltransferase			protein-coding			ALR15714.1	acetyltransferase	157	PN96_06850
CP009977.1	1492564	1493181	1	minus	hypothetical protein			protein-coding			ALR15715.1	hypothetical protein	205	PN96_06855
CP009977.1	1493531	1494259	1	minus	SAM-dependent methyltransferase			protein-coding			ALR15716.1	SAM-dependent methyltransferase	242	PN96_06860
CP009977.1	1494365	1494880	1	minus	hypothetical protein			protein-coding			ALR15717.1	hypothetical protein	171	PN96_06865
CP009977.1	1495256	1495765	1	minus	hypothetical protein			protein-coding			ALR15718.1	hypothetical protein	169	PN96_06870
CP009977.1	1495937	1496122	1	minus	hypothetical protein			protein-coding			ALR15719.1	hypothetical protein	61	PN96_06875
CP009977.1	1496811	1498127	1	minus	hypothetical protein			protein-coding			ALR15720.1	hypothetical protein	438	PN96_06880
CP009977.1	1498273	1498608	1	minus	hypothetical protein			pseudogene						PN96_06885
CP009977.1	1498896	1500590	1	minus	hypothetical protein			protein-coding			ALR15721.1	hypothetical protein	564	PN96_06890
CP009977.1	1500597	1505585	1	minus	hypothetical protein			protein-coding			ALR15722.1	hypothetical protein	1662	PN96_06895
CP009977.1	1505589	1506140	1	minus	hypothetical protein			protein-coding			ALR15723.1	hypothetical protein	183	PN96_06900
CP009977.1	1506137	1506733	1	minus	hypothetical protein			protein-coding			ALR15724.1	hypothetical protein	198	PN96_06905
CP009977.1	1506733	1508964	1	minus	hypothetical protein			protein-coding			ALR15725.1	hypothetical protein	743	PN96_06910
CP009977.1	1508945	1509229	1	minus	minor tail protein T			protein-coding			ALR15726.1	minor tail protein T	94	PN96_06915
CP009977.1	1509295	1509735	1	minus	hypothetical protein			protein-coding			ALR15727.1	hypothetical protein	146	PN96_06920
CP009977.1	1509741	1510241	1	minus	tail fiber protein			protein-coding			ALR15728.1	tail fiber protein	166	PN96_06925
CP009977.1	1510244	1510690	1	minus	phage minor tail U family protein			protein-coding			ALR15729.1	phage minor tail U family protein	148	PN96_06930
CP009977.1	1510680	1511312	1	minus	tail protein			protein-coding			ALR15730.1	tail protein	210	PN96_06935
CP009977.1	1511309	1511587	1	minus	ATP-binding sugar transporter from pro-phage family protein			protein-coding			ALR15731.1	ATP-binding sugar transporter from pro-phage family protein	92	PN96_06940
CP009977.1	1511580	1511771	1	minus	hypothetical protein			protein-coding			ALR15732.1	hypothetical protein	63	PN96_06945
CP009977.1	1511832	1513802	1	minus	phage major capsid protein, HK97 family			protein-coding			ALR15733.1	phage major capsid protein, HK97 family	656	PN96_06950
CP009977.1	1513774	1515327	1	minus	phage portal protein			protein-coding			ALR15734.1	phage portal protein	517	PN96_06955
CP009977.1	1515327	1515854	1	minus	hypothetical protein			protein-coding			ALR15735.1	hypothetical protein	175	PN96_06960
CP009977.1	1515848	1517662	1	minus	terminase			protein-coding			ALR15736.1	terminase	604	PN96_06965
CP009977.1	1517796	1518365	1	minus	hypothetical protein			protein-coding			ALR15737.1	hypothetical protein	189	PN96_06970
CP009977.1	1518804	1520018	1	minus	integrase			protein-coding			ALR15738.1	integrase	404	PN96_06975
CP009977.1	1520138	1520323	1	minus	hypothetical protein			protein-coding			ALR15739.1	hypothetical protein	61	PN96_06980
CP009977.1	1520365	1520823	1	minus	hypothetical protein			protein-coding			ALR15740.1	hypothetical protein	152	PN96_06985
CP009977.1	1520789	1521070	1	minus	hypothetical protein			protein-coding			ALR15741.1	hypothetical protein	93	PN96_06990
CP009977.1	1521200	1521877	1	minus	hypothetical protein			protein-coding			ALR15742.1	hypothetical protein	225	PN96_06995
