Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP009977.1	1118872	1120059	1	minus	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	proV	70912181	protein-coding			WP_014231965.1	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	395	PN96_RS05290
NZ_CP009977.1	1120776	1121309	1	plus	diaminobutyrate acetyltransferase	ectA	70912182	protein-coding			WP_020336357.1	diaminobutyrate acetyltransferase	177	PN96_RS05295
NZ_CP009977.1	1121345	1122610	1	plus	diaminobutyrate--2-oxoglutarate transaminase	ectB	70912183	protein-coding			WP_020336356.1	diaminobutyrate--2-oxoglutarate transaminase	421	PN96_RS05300
NZ_CP009977.1	1122626	1123012	1	plus	ectoine synthase		70912184	protein-coding			WP_020336355.1	ectoine synthase	128	PN96_RS05305
NZ_CP009977.1	1123103	1124527	1	plus	aspartate kinase		70912185	protein-coding			WP_014231961.1	aspartate kinase	474	PN96_RS05310
NZ_CP009977.1	1124672	1125823	1	minus	ABC transporter permease		70912186	protein-coding			WP_020336354.1	ABC transporter permease	383	PN96_RS05315
NZ_CP009977.1	1125820	1126986	1	minus	ABC transporter permease		70912187	protein-coding			WP_020336353.1	ABC transporter permease	388	PN96_RS05320
NZ_CP009977.1	1127008	1127988	1	minus	efflux RND transporter periplasmic adaptor subunit		70912188	protein-coding			WP_020336352.1	efflux RND transporter periplasmic adaptor subunit	326	PN96_RS05325
NZ_CP009977.1	1127992	1129407	1	minus	TolC family protein		70912189	protein-coding			WP_020336351.1	TolC family protein	471	PN96_RS05330
NZ_CP009977.1	1129540	1129767	1	minus	hypothetical protein		70912190	protein-coding			WP_014231956.1	hypothetical protein	75	PN96_RS05335
NZ_CP009977.1	1130248	1131867	1	plus	sensor histidine kinase		70912191	protein-coding			WP_020336350.1	sensor histidine kinase	539	PN96_RS05340
NZ_CP009977.1	1131864	1132550	1	plus	response regulator		70912192	protein-coding			WP_020336349.1	response regulator	228	PN96_RS05345
NZ_CP009977.1	1132634	1134769	1	minus	TonB-dependent siderophore receptor		70912193	protein-coding			WP_020336348.1	TonB-dependent siderophore receptor	711	PN96_RS05350
NZ_CP009977.1	1134890	1135834	1	minus	AraC family transcriptional regulator		70912194	protein-coding			WP_020336347.1	AraC family transcriptional regulator	314	PN96_RS05355
NZ_CP009977.1	1136339	1137841	1	plus	glucose-6-phosphate dehydrogenase	zwf	70912195	protein-coding			WP_014231951.1	glucose-6-phosphate dehydrogenase	500	PN96_RS05360
NZ_CP009977.1	1137838	1138557	1	plus	6-phosphogluconolactonase	pgl	70912196	protein-coding			WP_014231950.1	6-phosphogluconolactonase	239	PN96_RS05365
NZ_CP009977.1	1138593	1140041	1	plus	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	gnd	70912197	protein-coding			WP_014231949.1	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	482	PN96_RS05370
NZ_CP009977.1	1140124	1140327	1	minus	hypothetical protein		70912198	protein-coding			WP_014231948.1	hypothetical protein	67	PN96_RS05375
NZ_CP009977.1	1140819	1140956	1	plus	hypothetical protein		70915828	protein-coding			WP_014231947.1	hypothetical protein	45	PN96_RS24165
NZ_CP009977.1	1141035	1142792	1	minus	sigma-54-dependent Fis family transcriptional regulator		70912199	protein-coding			WP_020336346.1	sigma-54-dependent Fis family transcriptional regulator	585	PN96_RS05380
NZ_CP009977.1	1143050	1144570	1	plus	aldehyde dehydrogenase family protein		70912200	protein-coding			WP_014231945.1	aldehyde dehydrogenase family protein	506	PN96_RS05385
NZ_CP009977.1	1144782	1145753	1	plus	TAXI family TRAP transporter solute-binding subunit		70912201	protein-coding			WP_014231944.1	TAXI family TRAP transporter solute-binding subunit	323	PN96_RS05390
NZ_CP009977.1	1145815	1146585	1	minus	sulfite exporter TauE/SafE family protein		70912202	protein-coding			WP_020336345.1	sulfite exporter TauE/SafE family protein	256	PN96_RS05395
NZ_CP009977.1	1146729	1148255	1	minus	tripartite tricarboxylate transporter permease		70912203	protein-coding			WP_020336344.1	tripartite tricarboxylate transporter permease	508	PN96_RS05400
NZ_CP009977.1	1148275	1148769	1	minus	tripartite tricarboxylate transporter TctB family protein		70912204	protein-coding			WP_020336343.1	tripartite tricarboxylate transporter TctB family protein	164	PN96_RS05405
NZ_CP009977.1	1149017	1149988	1	minus	tripartite tricarboxylate transporter substrate binding protein		70912205	protein-coding			WP_014231940.1	tripartite tricarboxylate transporter substrate binding protein	323	PN96_RS05410
NZ_CP009977.1	1150224	1150622	1	plus	GFA family protein		70912206	protein-coding			WP_020336342.1	GFA family protein	132	PN96_RS05415
NZ_CP009977.1	1150889	1151608	1	plus	GntR family transcriptional regulator		70912207	protein-coding			WP_014231938.1	GntR family transcriptional regulator	239	PN96_RS05420
NZ_CP009977.1	1151621	1152517	1	plus	methylisocitrate lyase	prpB	70912208	protein-coding			WP_014231937.1	methylisocitrate lyase	298	PN96_RS05425
NZ_CP009977.1	1152662	1153804	1	plus	2-methylcitrate synthase	prpC	70912209	protein-coding			WP_020336340.1	2-methylcitrate synthase	380	PN96_RS05430
NZ_CP009977.1	1153996	1156587	1	plus	Fe/S-dependent 2-methylisocitrate dehydratase AcnD	acnD	70912210	protein-coding			WP_020336339.1	Fe/S-dependent 2-methylisocitrate dehydratase AcnD	863	PN96_RS05435
NZ_CP009977.1	1156597	1157793	1	plus	2-methylaconitate cis-trans isomerase PrpF	prpF	70912211	protein-coding			WP_020336338.1	2-methylaconitate cis-trans isomerase PrpF	398	PN96_RS05440
NZ_CP009977.1	1157828	1159705	1	plus	propionyl-CoA synthetase		70912212	protein-coding			WP_020336337.1	propionyl-CoA synthetase	625	PN96_RS05445
NZ_CP009977.1	1159897	1160373	1	plus	GNAT family N-acetyltransferase		70912213	protein-coding			WP_020336336.1	GNAT family N-acetyltransferase	158	PN96_RS05450
NZ_CP009977.1	1160777	1162228	1	plus	bifunctional NUDIX hydrolase/phosphatase PAP2 family protein		70912214	protein-coding			WP_024372960.1	bifunctional NUDIX hydrolase/phosphatase PAP2 family protein	483	PN96_RS05455
NZ_CP009977.1	1162318	1164474	1	minus	TonB-dependent receptor		70912215	protein-coding			WP_020336334.1	TonB-dependent receptor	718	PN96_RS05460
NZ_CP009977.1	1164937	1165893	1	minus	FCD domain-containing protein		70912216	protein-coding			WP_024372961.1	FCD domain-containing protein	318	PN96_RS05465
NZ_CP009977.1	1166170	1167300	1	plus	amidohydrolase		70912217	protein-coding			WP_020336332.1	amidohydrolase	376	PN96_RS05470
NZ_CP009977.1	1167598	1169535	1	plus	GGDEF domain-containing phosphodiesterase		70912218	protein-coding			WP_020336331.1	GGDEF domain-containing phosphodiesterase	645	PN96_RS05475
NZ_CP009977.1	1169754	1170110	1	plus	DUF6404 family protein		70912219	protein-coding			WP_020336330.1	DUF6404 family protein	118	PN96_RS05480
NZ_CP009977.1	1170652	1171137	1	plus	GNAT family N-acetyltransferase		70912220	protein-coding			WP_020336328.1	GNAT family N-acetyltransferase	161	PN96_RS05490
NZ_CP009977.1	1171153	1171629	1	plus	GNAT family N-acetyltransferase		70912221	protein-coding			WP_024372962.1	GNAT family N-acetyltransferase	158	PN96_RS05495
NZ_CP009977.1	1171766	1172326	1	minus	sugar O-acetyltransferase		70912222	protein-coding			WP_020336325.1	sugar O-acetyltransferase	186	PN96_RS05500
NZ_CP009977.1	1172565	1173047	1	plus	c-type cytochrome		70912223	protein-coding			WP_020336323.1	c-type cytochrome	160	PN96_RS05505
NZ_CP009977.1	1173167	1173976	1	minus	Cof-type HAD-IIB family hydrolase		70912224	protein-coding			WP_014231921.1	Cof-type HAD-IIB family hydrolase	269	PN96_RS05510
NZ_CP009977.1	1174189	1174839	1	plus	7-carboxy-7-deazaguanine synthase QueE	queE	70912225	protein-coding			WP_020336322.1	7-carboxy-7-deazaguanine synthase QueE	216	PN96_RS05515
NZ_CP009977.1	1174854	1175549	1	plus	7-cyano-7-deazaguanine synthase QueC	queC	70912226	protein-coding			WP_014231919.1	7-cyano-7-deazaguanine synthase QueC	231	PN96_RS05520
NZ_CP009977.1	1175581	1177542	1	minus	tetratricopeptide repeat-containing diguanylate cyclase		70912227	protein-coding			WP_014231918.1	tetratricopeptide repeat-containing diguanylate cyclase	653	PN96_RS05525
NZ_CP009977.1	1177730	1178083	1	minus	DUF2750 domain-containing protein		70912228	protein-coding			WP_014231917.1	DUF2750 domain-containing protein	117	PN96_RS05530
NZ_CP009977.1	1178221	1178841	1	minus	OmpA family protein		70912229	protein-coding			WP_014231916.1	OmpA family protein	206	PN96_RS05535
NZ_CP009977.1	1178844	1180160	1	minus	TolC family outer membrane protein		70912230	protein-coding			WP_024372964.1	TolC family outer membrane protein	438	PN96_RS05540
NZ_CP009977.1	1180562	1190416	1	plus	Calx-beta domain-containing protein		70912231	protein-coding			WP_155521824.1	Calx-beta domain-containing protein	3284	PN96_RS05545
NZ_CP009977.1	1190480	1191673	1	minus	class I SAM-dependent methyltransferase		70912232	protein-coding			WP_014231914.1	class I SAM-dependent methyltransferase	397	PN96_RS05550
NZ_CP009977.1	1191951	1192223	1	plus	acylphosphatase	yccX	70912233	protein-coding			WP_014231913.1	acylphosphatase	90	PN96_RS05555
NZ_CP009977.1	1192224	1192553	1	minus	TusE/DsrC/DsvC family sulfur relay protein		70912234	protein-coding			WP_014231912.1	TusE/DsrC/DsvC family sulfur relay protein	109	PN96_RS05560
NZ_CP009977.1	1192923	1193297	1	plus	hypothetical protein		70912235	protein-coding			WP_020333317.1	hypothetical protein	124	PN96_RS05565
NZ_CP009977.1	1193372	1194034	1	minus	Bax inhibitor-1/YccA family protein		70912236	protein-coding			WP_014231910.1	Bax inhibitor-1/YccA family protein	220	PN96_RS05570
NZ_CP009977.1	1194287	1195036	1	minus	amino acid ABC transporter ATP-binding protein		70912237	protein-coding			WP_020333316.1	amino acid ABC transporter ATP-binding protein	249	PN96_RS05575
NZ_CP009977.1	1195060	1196157	1	minus	amino acid ABC transporter permease		70912238	protein-coding			WP_020333315.1	amino acid ABC transporter permease	365	PN96_RS05580
NZ_CP009977.1	1196159	1197364	1	minus	amino acid ABC transporter permease		70912239	protein-coding			WP_014231907.1	amino acid ABC transporter permease	401	PN96_RS05585
NZ_CP009977.1	1197418	1197546	1	plus	hypothetical protein		80368081	protein-coding			WP_255212190.1	hypothetical protein	42	PN96_RS24300
NZ_CP009977.1	1197591	1198619	1	minus	amino acid ABC transporter substrate-binding protein		70912240	protein-coding			WP_020333314.1	amino acid ABC transporter substrate-binding protein	342	PN96_RS05590
NZ_CP009977.1	1199081	1200001	1	plus	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase		70912241	protein-coding			WP_020333312.1	bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase	306	PN96_RS05600
NZ_CP009977.1	1200071	1200553	1	minus	YajQ family cyclic di-GMP-binding protein		70912242	protein-coding			WP_014231903.1	YajQ family cyclic di-GMP-binding protein	160	PN96_RS05605
NZ_CP009977.1	1200582	1201634	1	minus	3-deoxy-7-phosphoheptulonate synthase		70912243	protein-coding			WP_020333311.1	3-deoxy-7-phosphoheptulonate synthase	350	PN96_RS05610
NZ_CP009977.1	1202057	1202554	1	plus	DUF4442 domain-containing protein		70912244	protein-coding			WP_014231901.1	DUF4442 domain-containing protein	165	PN96_RS05615
NZ_CP009977.1	1202571	1203923	1	minus	hypothetical protein		70912245	protein-coding			WP_020333309.1	hypothetical protein	450	PN96_RS05620
NZ_CP009977.1	1204108	1204941	1	plus	S1-like domain-containing RNA-binding protein		70912246	protein-coding			WP_014231899.1	S1-like domain-containing RNA-binding protein	277	PN96_RS05625
NZ_CP009977.1	1205261	1206697	1	minus	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	rsmF	70912247	protein-coding			WP_020333308.1	16S rRNA (cytosine(1407)-C(5))-methyltransferase RsmF	478	PN96_RS05630
NZ_CP009977.1	1206840	1209488	1	minus	MlaD family protein		70912248	protein-coding			WP_020333307.1	MlaD family protein	882	PN96_RS05635
NZ_CP009977.1	1209481	1210728	1	minus	paraquat-inducible protein A		70912249	protein-coding			WP_020333306.1	paraquat-inducible protein A	415	PN96_RS05640
NZ_CP009977.1	1210756	1212552	1	minus	ABC transporter ATP-binding protein		70912250	protein-coding			WP_020333305.1	ABC transporter ATP-binding protein	598	PN96_RS05645
NZ_CP009977.1	1212645	1213118	1	plus	GAF domain-containing protein		70912251	protein-coding			WP_014231894.1	GAF domain-containing protein	157	PN96_RS05650
NZ_CP009977.1	1213217	1213843	1	plus	RNA chaperone ProQ	proQ	70912252	protein-coding			WP_014231893.1	RNA chaperone ProQ	208	PN96_RS05655
NZ_CP009977.1	1213861	1215867	1	plus	carboxy terminal-processing peptidase	prc	70912253	protein-coding			WP_014231892.1	carboxy terminal-processing peptidase	668	PN96_RS05660
NZ_CP009977.1	1216063	1216728	1	plus	hypothetical protein		70912254	protein-coding			WP_014231891.1	hypothetical protein	221	PN96_RS05665
NZ_CP009977.1	1216958	1219564	1	plus	aminopeptidase N	pepN	70912255	protein-coding			WP_020333304.1	aminopeptidase N	868	PN96_RS05670
NZ_CP009977.1	1219623	1219841	1	plus	DUF2835 domain-containing protein		70912256	protein-coding			WP_014231889.1	DUF2835 domain-containing protein	72	PN96_RS05675
NZ_CP009977.1	1220043	1224884	1	plus	NAD-glutamate dehydrogenase		70912257	protein-coding			WP_014231888.1	NAD-glutamate dehydrogenase	1613	PN96_RS05680
NZ_CP009977.1	1225194	1226204	1	plus	quinone-dependent dihydroorotate dehydrogenase	pyrD	70912258	protein-coding			WP_014231887.1	quinone-dependent dihydroorotate dehydrogenase	336	PN96_RS05685
NZ_CP009977.1	1226371	1226913	1	plus	cell division protein ZapC		70912259	protein-coding			WP_014231886.1	cell division protein ZapC	180	PN96_RS05690
NZ_CP009977.1	1227410	1229533	1	plus	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	rlmKL	70912260	protein-coding			WP_014231885.1	bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL	707	PN96_RS05695
NZ_CP009977.1	1229548	1229790	1	plus	glutaredoxin family protein		70912261	protein-coding			WP_014231884.1	glutaredoxin family protein	80	PN96_RS05700
NZ_CP009977.1	1229768	1231687	1	plus	ABC transporter ATP-binding protein		70912262	protein-coding			WP_014231883.1	ABC transporter ATP-binding protein	639	PN96_RS05705
NZ_CP009977.1	1231695	1233416	1	plus	DUF3466 family protein		70912263	protein-coding			WP_020333303.1	DUF3466 family protein	573	PN96_RS05710
NZ_CP009977.1	1233588	1233761	1	plus	ribosome modulation factor	rmf	70912264	protein-coding			WP_014231881.1	ribosome modulation factor	57	PN96_RS05715
NZ_CP009977.1	1233931	1234449	1	minus	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	fabA	70912265	protein-coding			WP_014231880.1	bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase	172	PN96_RS05720
NZ_CP009977.1	1234520	1236160	1	minus	Lon protease family protein		70912266	protein-coding			WP_020333302.1	Lon protease family protein	546	PN96_RS05725
NZ_CP009977.1	1236372	1236821	1	plus	macrodomain Ter protein MatP	matP	70912267	protein-coding			WP_024372681.1	macrodomain Ter protein MatP	149	PN96_RS05730
NZ_CP009977.1	1236832	1237143	1	plus	DUF3634 family protein		70912268	protein-coding			WP_014231877.1	DUF3634 family protein	103	PN96_RS05735
NZ_CP009977.1	1237264	1237584	1	plus	hypothetical protein		70912269	protein-coding			WP_020333300.1	hypothetical protein	106	PN96_RS05740
NZ_CP009977.1	1237705	1238274	1	plus	DUF2726 domain-containing protein		70912270	protein-coding			WP_020333298.1	DUF2726 domain-containing protein	189	PN96_RS05745
NZ_CP009977.1	1238686	1239162	1	plus	GNAT family N-acetyltransferase		70912271	protein-coding			WP_020333296.1	GNAT family N-acetyltransferase	158	PN96_RS05755
NZ_CP009977.1	1239274	1239744	1	plus	GNAT family N-acetyltransferase		70912272	protein-coding			WP_020333295.1	GNAT family N-acetyltransferase	156	PN96_RS05760
NZ_CP009977.1	1239754	1240131	1	plus	PH domain-containing protein		70912273	protein-coding			WP_020333294.1	PH domain-containing protein	125	PN96_RS05765
NZ_CP009977.1	1240422	1240829	1	plus	hypothetical protein		70912274	protein-coding			WP_020333293.1	hypothetical protein	135	PN96_RS05770
NZ_CP009977.1	1240829	1241653	1	plus	TIR domain-containing protein		70912275	protein-coding			WP_020333292.1	TIR domain-containing protein	274	PN96_RS05775
NZ_CP009977.1	1241650	1242087	1	plus	hypothetical protein		70912276	protein-coding			WP_020333291.1	hypothetical protein	145	PN96_RS05780
NZ_CP009977.1	1242079	1242326	1	minus	uncharacterized gene		71766308	pseudogene						PN96_RS24240
NZ_CP009977.1	1243657	1245387	1	minus	ATP-binding protein		70912278	protein-coding			WP_020333290.1	ATP-binding protein	576	PN96_RS05800
NZ_CP009977.1	1245377	1246558	1	minus	FIST N-terminal domain-containing protein		70912279	protein-coding			WP_020333289.1	FIST N-terminal domain-containing protein	393	PN96_RS05805
NZ_CP009977.1	1246672	1247028	1	minus	hypothetical protein		70912280	protein-coding			WP_020333288.1	hypothetical protein	118	PN96_RS05810
NZ_CP009977.1	1247287	1248714	1	plus	cytochrome-c oxidase, cbb3-type subunit I	ccoN	70912281	protein-coding			WP_020333287.1	cytochrome-c oxidase, cbb3-type subunit I	475	PN96_RS05815
NZ_CP009977.1	1248728	1249348	1	plus	cytochrome-c oxidase, cbb3-type subunit II	ccoO	70912282	protein-coding			WP_020333286.1	cytochrome-c oxidase, cbb3-type subunit II	206	PN96_RS05820
NZ_CP009977.1	1249358	1249531	1	plus	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone		70912283	protein-coding			WP_014231840.1	CcoQ/FixQ family Cbb3-type cytochrome c oxidase assembly chaperone	57	PN96_RS05825
NZ_CP009977.1	1249531	1250505	1	plus	cytochrome-c oxidase, cbb3-type subunit III	ccoP	70912284	protein-coding			WP_020333285.1	cytochrome-c oxidase, cbb3-type subunit III	324	PN96_RS05830
NZ_CP009977.1	1250611	1251087	1	plus	FixH family protein		70912285	protein-coding			WP_014231838.1	FixH family protein	158	PN96_RS05835
NZ_CP009977.1	1251092	1253455	1	plus	heavy metal translocating P-type ATPase metal-binding domain-containing protein		70912286	protein-coding			WP_020333284.1	heavy metal translocating P-type ATPase metal-binding domain-containing protein	787	PN96_RS05840
NZ_CP009977.1	1253471	1253635	1	plus	cbb3-type cytochrome oxidase assembly protein CcoS	ccoS	70912287	protein-coding			WP_014231836.1	cbb3-type cytochrome oxidase assembly protein CcoS	54	PN96_RS05845
NZ_CP009977.1	1253644	1254321	1	plus	sulfite exporter TauE/SafE family protein		70912288	protein-coding			WP_024372679.1	sulfite exporter TauE/SafE family protein	225	PN96_RS05850
NZ_CP009977.1	1254412	1255158	1	plus	FNR family transcription factor		70912289	protein-coding			WP_014231834.1	FNR family transcription factor	248	PN96_RS05855
NZ_CP009977.1	1255339	1256286	1	plus	universal stress protein UspE	uspE	70912290	protein-coding			WP_014231833.1	universal stress protein UspE	315	PN96_RS05860
NZ_CP009977.1	1256399	1257292	1	minus	tRNA 2-thiocytidine(32) synthetase TtcA	ttcA	70912291	protein-coding			WP_020333282.1	tRNA 2-thiocytidine(32) synthetase TtcA	297	PN96_RS05865
NZ_CP009977.1	1257485	1258144	1	minus	DUF2987 domain-containing protein		70912292	protein-coding			WP_020333280.1	DUF2987 domain-containing protein	219	PN96_RS05870
NZ_CP009977.1	1258402	1259202	1	minus	hypothetical protein		70912293	protein-coding			WP_020333278.1	hypothetical protein	266	PN96_RS05875
NZ_CP009977.1	1259543	1260718	1	plus	spermidine/putrescine ABC transporter ATP-binding protein PotA	potA	70912294	protein-coding			WP_020333277.1	spermidine/putrescine ABC transporter ATP-binding protein PotA	391	PN96_RS05880
NZ_CP009977.1	1260699	1261559	1	plus	spermidine/putrescine ABC transporter permease PotB	potB	70912295	protein-coding			WP_014231828.1	spermidine/putrescine ABC transporter permease PotB	286	PN96_RS05885
NZ_CP009977.1	1261559	1262329	1	plus	spermidine/putrescine ABC transporter permease PotC	potC	70912296	protein-coding			WP_020333276.1	spermidine/putrescine ABC transporter permease PotC	256	PN96_RS05890
NZ_CP009977.1	1262436	1263467	1	plus	extracellular solute-binding protein		70912297	protein-coding			WP_020333275.1	extracellular solute-binding protein	343	PN96_RS05895
NZ_CP009977.1	1263704	1264741	1	plus	extracellular solute-binding protein		70912298	protein-coding			WP_014231825.1	extracellular solute-binding protein	345	PN96_RS05900
NZ_CP009977.1	1264808	1265530	1	minus	Sir2 family NAD+-dependent deacetylase	cobB	70912299	protein-coding			WP_020333274.1	Sir2 family NAD+-dependent deacetylase	240	PN96_RS05905
NZ_CP009977.1	1265651	1265827	1	plus	hypothetical protein		70915829	protein-coding			WP_014231823.1	hypothetical protein	58	PN96_RS24170
NZ_CP009977.1	1265907	1267127	1	minus	ammonium transporter		70912300	protein-coding			WP_020333273.1	ammonium transporter	406	PN96_RS05910
NZ_CP009977.1	1267442	1268860	1	minus	MATE family efflux transporter		70912301	protein-coding			WP_020333272.1	MATE family efflux transporter	472	PN96_RS05915
NZ_CP009977.1	1268994	1269875	1	plus	AraC family transcriptional regulator		70912302	protein-coding			WP_161624421.1	AraC family transcriptional regulator	293	PN96_RS05920
NZ_CP009977.1	1269836	1270450	1	minus	sugar O-acetyltransferase		70912303	protein-coding			WP_020333270.1	sugar O-acetyltransferase	204	PN96_RS05925
NZ_CP009977.1	1270746	1271162	1	minus	membrane protein		70912304	protein-coding			WP_020333269.1	membrane protein	138	PN96_RS05930
NZ_CP009977.1	1271146	1272198	1	minus	formate dehydrogenase subunit gamma		70912305	protein-coding			WP_014231816.1	formate dehydrogenase subunit gamma	350	PN96_RS05935
NZ_CP009977.1	1272213	1272821	1	minus	formate dehydrogenase FDH3 subunit beta	fdh3B	70912306	protein-coding			WP_014231815.1	formate dehydrogenase FDH3 subunit beta	202	PN96_RS05940
NZ_CP009977.1	1272833	1275688	1	minus	formate dehydrogenase subunit alpha		70912307	protein-coding			WP_014231814.1	formate dehydrogenase subunit alpha	951	PN96_RS05945
NZ_CP009977.1	1275699	1275899	1	minus	transcriptional initiation protein Tat		70912308	protein-coding			WP_020333268.1	transcriptional initiation protein Tat	66	PN96_RS05950
NZ_CP009977.1	1275973	1276599	1	minus	molecular chaperone		70912309	protein-coding			WP_014231812.1	molecular chaperone	208	PN96_RS05955
NZ_CP009977.1	1276609	1278270	1	minus	4Fe-4S dicluster domain-containing protein		70912310	protein-coding			WP_014231811.1	4Fe-4S dicluster domain-containing protein	553	PN96_RS05960
NZ_CP009977.1	1278575	1279189	1	minus	DUF3306 domain-containing protein		70912311	protein-coding			WP_020333265.1	DUF3306 domain-containing protein	204	PN96_RS05965
NZ_CP009977.1	1279179	1279646	1	minus	DUF3305 domain-containing protein		70912312	protein-coding			WP_014231809.1	DUF3305 domain-containing protein	155	PN96_RS05970
NZ_CP009977.1	1279976	1280806	1	plus	formate dehydrogenase accessory sulfurtransferase FdhD		70912313	protein-coding			WP_020333264.1	formate dehydrogenase accessory sulfurtransferase FdhD	276	PN96_RS05975
NZ_CP009977.1	1281124	1282716	1	minus	ABC-F family ATPase		70912314	protein-coding			WP_014231806.1	ABC-F family ATPase	530	PN96_RS05980
NZ_CP009977.1	1282858	1284900	1	minus	cache domain-containing protein		70912315	protein-coding			WP_020333263.1	cache domain-containing protein	680	PN96_RS05985
NZ_CP009977.1	1284890	1286341	1	minus	sigma-54 dependent transcriptional regulator		70912316	protein-coding			WP_020333262.1	sigma-54 dependent transcriptional regulator	483	PN96_RS05990
NZ_CP009977.1	1286662	1287480	1	plus	substrate-binding domain-containing protein		70912317	protein-coding			WP_014231803.1	substrate-binding domain-containing protein	272	PN96_RS05995
NZ_CP009977.1	1287487	1288185	1	plus	ABC transporter permease		70912318	protein-coding			WP_014231802.1	ABC transporter permease	232	PN96_RS06000
NZ_CP009977.1	1288229	1288948	1	plus	energy-coupling factor ABC transporter ATP-binding protein		70912319	protein-coding			WP_020333261.1	energy-coupling factor ABC transporter ATP-binding protein	239	PN96_RS06005
NZ_CP009977.1	1288926	1289513	1	plus	molybdenum cofactor guanylyltransferase MobA	mobA	70912320	protein-coding			WP_020333260.1	molybdenum cofactor guanylyltransferase MobA	195	PN96_RS06010
NZ_CP009977.1	1289510	1291288	1	plus	bifunctional molybdopterin-guanine dinucleotide biosynthesis adaptor protein MobB/molybdopterin molybdotransferase MoeA		70912321	protein-coding			WP_020333259.1	bifunctional molybdopterin-guanine dinucleotide biosynthesis adaptor protein MobB/molybdopterin molybdotransferase MoeA	592	PN96_RS06015
NZ_CP009977.1	1291452	1291718	1	plus	DUF2960 domain-containing protein		70912322	protein-coding			WP_014231798.1	DUF2960 domain-containing protein	88	PN96_RS06020
NZ_CP009977.1	1291788	1292273	1	minus	DUF6515 family protein		70912323	protein-coding			WP_020333258.1	DUF6515 family protein	161	PN96_RS06025
NZ_CP009977.1	1292462	1293370	1	minus	N-acetylglucosamine kinase	nagK	70912324	protein-coding			WP_014231796.1	N-acetylglucosamine kinase	302	PN96_RS06030
NZ_CP009977.1	1293546	1294295	1	minus	tRNA-uridine aminocarboxypropyltransferase		70912325	protein-coding			WP_024372674.1	tRNA-uridine aminocarboxypropyltransferase	249	PN96_RS06035
NZ_CP009977.1	1294435	1295253	1	plus	sterol desaturase family protein		70912326	protein-coding			WP_024372673.1	sterol desaturase family protein	272	PN96_RS06040
NZ_CP009977.1	1295315	1295695	1	minus	hypothetical protein		70912327	protein-coding			WP_014231793.1	hypothetical protein	126	PN96_RS06045
NZ_CP009977.1	1296008	1298014	1	minus	methyl-accepting chemotaxis protein		70912328	protein-coding			WP_020333255.1	methyl-accepting chemotaxis protein	668	PN96_RS06055
NZ_CP009977.1	1298155	1298646	1	plus	NlpC/P60 family protein		70912329	protein-coding			WP_024372672.1	NlpC/P60 family protein	163	PN96_RS06060
NZ_CP009977.1	1298699	1299043	1	minus	DUF3802 family protein		70912330	protein-coding			WP_014231790.1	DUF3802 family protein	114	PN96_RS06065
NZ_CP009977.1	1299202	1300164	1	minus	diguanylate cyclase		70912331	protein-coding			WP_020333253.1	diguanylate cyclase	320	PN96_RS06070
NZ_CP009977.1	1300164	1301138	1	minus	response regulator		70912332	protein-coding			WP_024372671.1	response regulator	324	PN96_RS06075
NZ_CP009977.1	1301363	1302229	1	plus	fructosamine kinase family protein		70912333	protein-coding			WP_014231787.1	fructosamine kinase family protein	288	PN96_RS06080
NZ_CP009977.1	1302461	1302655	1	plus	CPXCG motif-containing cysteine-rich protein		70912334	protein-coding			WP_014231786.1	CPXCG motif-containing cysteine-rich protein	64	PN96_RS06085
NZ_CP009977.1	1302718	1303329	1	minus	riboflavin synthase		70912335	protein-coding			WP_020333251.1	riboflavin synthase	203	PN96_RS06090
NZ_CP009977.1	1303619	1304989	1	plus	MATE family efflux transporter		70912336	protein-coding			WP_020333250.1	MATE family efflux transporter	456	PN96_RS06095
NZ_CP009977.1	1305091	1306098	1	plus	DUF3080 domain-containing protein		70912337	protein-coding			WP_020333249.1	DUF3080 domain-containing protein	335	PN96_RS06100
NZ_CP009977.1	1306112	1306954	1	minus	DNA ligase		70912338	protein-coding			WP_020333248.1	DNA ligase	280	PN96_RS06105
NZ_CP009977.1	1307113	1307502	1	minus	ATP-binding protein		70912339	protein-coding			WP_014231781.1	ATP-binding protein	129	PN96_RS06110
