Protein,MW,Length
WP_020335555.1,23.834326040000004,207
WP_076633405.1,40.07487723999996,354
WP_020335553.1,36.49853644,330
WP_014232384.1,10.238748040000006,93
WP_020335552.1,43.642264439999984,377
WP_020335551.1,85.55203584000013,760
WP_020335550.1,26.141094640000016,235
WP_020335549.1,96.57573604000027,874
WP_024372911.1,6.859886839999998,58
WP_014232379.1,24.186438240000015,215
WP_014232378.1,45.67367483999996,420
WP_020335544.1,50.99928753999993,466
WP_020335543.1,38.55021753999995,345
WP_024372910.1,39.37357153999995,360
WP_020335541.1,58.950898739999865,513
WP_014232373.1,20.257961740000002,182
WP_020335539.1,23.819095340000004,218
WP_020335538.1,25.87820234,226
WP_014232370.1,14.126727940000004,133
WP_020335537.1,40.96191273999998,362
WP_014232368.1,20.40914794000001,179
WP_014232367.1,45.64805823999988,428
WP_014232366.1,50.62205083999993,451
WP_020335536.1,23.683464740000026,212
WP_014232364.1,18.53332274000001,162
WP_020335534.1,56.23128823999989,523
WP_020335533.1,67.96310384000012,627
WP_020335530.1,27.582626140000006,239
WP_020335529.1,71.60117293999997,629
WP_020335528.1,24.005648840000006,213
WP_014232358.1,43.205049839999965,396
WP_020335526.1,9.77877234,86
WP_031334744.1,52.40259993999989,465
WP_020335524.1,8.103650739999999,72
WP_014232354.1,52.66344403999993,466
WP_014232353.1,13.87995264000001,120
WP_014232352.1,49.133076539999976,453
WP_014232351.1,45.02928173999994,417
WP_020335522.1,22.895529540000027,199
WP_020335521.1,50.519943939999955,453
WP_014232348.1,54.6584950399999,505
WP_014232347.1,6.969425739999998,61
WP_020335520.1,51.77849094,458
WP_020335519.1,37.62647683999994,346
WP_014232344.1,57.710104339999894,514
WP_020335516.1,22.337526240000006,194
WP_020335515.1,22.319593340000004,195
WP_020335514.1,18.90721814000001,157
WP_152490602.1,8.980121040000004,79
WP_020335513.1,47.06226883999997,411
WP_020335512.1,8.83307724,76
WP_020335511.1,7.883894839999998,71
WP_020335510.1,9.463264540000003,85
WP_020335509.1,8.084072540000001,70
WP_020335508.1,14.117303340000012,125
WP_020335507.1,31.247171740000002,272
WP_020335506.1,14.183982040000007,130
WP_020335505.1,14.475519340000004,129
WP_020335504.1,9.40902014,81
WP_020335503.1,32.21412794000002,287
WP_020335502.1,29.57050274,266
WP_020335501.1,7.810097939999998,70
WP_020335500.1,18.65531974,169
WP_020335499.1,7.20832624,63
WP_020335496.1,6.337378340000002,57
WP_020335495.1,7.564566139999999,71
WP_020335494.1,38.098633940000006,339
WP_020335492.1,7.25250254,64
WP_020335491.1,11.644241140000007,102
WP_020335490.1,11.373513140000002,101
WP_020335489.1,36.49980543999999,323
WP_152490601.1,23.915751340000018,210
WP_020335487.1,13.463215440000017,125
WP_024372904.1,14.106222140000016,124
WP_020335485.1,25.389168240000025,229
WP_020335484.1,9.578978339999999,88
WP_020335483.1,18.579429640000004,164
WP_020335482.1,6.449600739999998,59
WP_020335481.1,27.92302314000001,244
WP_020335480.1,20.442198040000008,180
WP_020335478.1,72.5156148399999,631
WP_020335474.1,54.218130039999906,480
WP_020335473.1,65.38529803999988,607
WP_020335472.1,6.169191540000001,58
WP_020335471.1,10.231575040000003,99
WP_236614672.1,10.320251440000002,89
WP_020335469.1,18.76103644000001,174
WP_020334693.1,16.336197240000015,141
WP_020334692.1,10.159577540000003,89
WP_020334691.1,9.12285964,89
WP_020334690.1,83.59049394000027,770
WP_020334689.1,22.019161240000013,202
WP_020334688.1,20.43507244,183
WP_020334687.1,180.92688914000027,1662
WP_020334686.1,59.40739543999993,564
WP_020334685.1,23.489174940000012,210
WP_024372828.1,37.141928039999996,320
WP_020334683.1,18.524010040000018,158
WP_020334682.1,22.447046640000003,200
WP_020334680.1,9.675320740000005,83
WP_020334679.1,42.82236243999996,370
WP_020334678.1,15.079074040000014,134
WP_020334677.1,17.981934340000016,155
WP_020334676.1,14.652622540000015,135
WP_020334675.1,12.405095740000007,111
WP_236614658.1,108.27222454000042,990
WP_020334672.1,19.88050944,173
WP_020334671.1,12.011580640000004,98
WP_014232122.1,23.999047440000002,212
WP_020334670.1,45.14045533999991,400
WP_020334669.1,40.207940940000015,363
WP_020334666.1,53.8241730399999,476
WP_020334665.1,41.417740639999984,371
WP_020334664.1,25.754521339999997,237
WP_020334663.1,48.61086483999989,449
WP_020334662.1,53.335760739999905,475
WP_020334661.1,43.749327840000014,393
WP_024373083.1,44.85506503999993,401
WP_020334659.1,39.261829040000016,351
WP_014232111.1,54.678612139999885,486
WP_020334657.1,85.25412524000009,770
WP_024373082.1,29.633529539999998,266
WP_020334295.1,25.396144240000012,231
WP_020334294.1,76.33983234000006,697
WP_020334293.1,30.92395584000002,276
WP_014232105.1,12.101702540000007,106
WP_020334292.1,31.556740240000014,283
WP_020334290.1,32.62292904000002,295
WP_020334288.1,24.723442040000016,216
WP_014232094.1,30.83571474,280
WP_020334287.1,26.620154040000017,246
WP_031779217.1,69.15257333999988,624
WP_020334285.1,70.79430133999992,643
WP_014232090.1,97.17899324000025,898
WP_020336449.1,70.2250954399999,635
WP_020336448.1,34.54838463999998,312
WP_020336447.1,37.53918053999998,338
WP_020336446.1,34.77931883999999,301
WP_020336445.1,54.183033939999866,491
WP_020336444.1,37.86998043999996,340
WP_014232083.1,30.585960039999996,274
WP_020336443.1,16.625078140000017,151
WP_024373073.1,48.40221403999992,459
WP_014232080.1,41.35438773999994,389
WP_020336441.1,6.197134739999997,54
WP_020336440.1,6.240217439999998,54
WP_020336439.1,8.22045144,72
WP_020336438.1,54.27688703999987,504
WP_020336436.1,17.38271734000002,159
WP_020336434.1,45.20332173999997,397
WP_014232074.1,24.87776084000002,220
WP_020336433.1,98.1641119400004,888
WP_020336430.1,20.47484324000001,179
WP_014232050.1,13.603446540000006,126
WP_014232049.1,8.92019374,79
WP_014232048.1,11.096714840000006,96
WP_020336428.1,20.55836304000002,184
WP_020336427.1,15.61282934000002,150
WP_020336426.1,21.27110814000001,192
WP_020336423.1,17.10804604,153
WP_020336422.1,16.30155224000001,145
WP_020336420.1,19.621077640000003,172
WP_020336419.1,20.582275940000006,179
WP_020336418.1,13.313081340000013,116
WP_014232038.1,16.103260040000013,138
WP_020336417.1,23.080401340000005,205
WP_020336416.1,13.44718284000001,120
WP_020336415.1,16.372411640000003,141
WP_020336414.1,11.196972440000003,104
WP_020336413.1,25.74117394000002,238
WP_020336412.1,24.35159524000001,216
WP_020336411.1,11.975749440000007,109
WP_020336410.1,14.513548940000005,137
WP_020336409.1,34.36355444000001,302
WP_020336408.1,36.87570873999998,340
WP_020336407.1,42.10058523999993,382
WP_020336406.1,40.34630683999994,361
WP_020336404.1,27.467524840000003,244
WP_024373075.1,32.679328639999994,309
WP_020336401.1,7.740674839999998,66
WP_020336400.1,62.2675999399999,571
WP_014232028.1,20.831821339999998,184
WP_014232027.1,52.65015443999992,491
WP_020336398.1,49.707386139999976,447
WP_014232024.1,20.53910744000002,185
WP_020336397.1,53.765708339999875,494
WP_020336396.1,46.48104813999995,425
WP_014232021.1,32.10628053999998,288
WP_014232020.1,40.06803543999996,360
WP_020336395.1,51.33274863999988,475
WP_020336394.1,45.19514773999987,423
WP_020336393.1,31.620564840000014,288
WP_020336392.1,18.29346814000002,160
WP_020336391.1,13.400408940000009,118
WP_020336390.1,16.731144240000027,144
WP_020336389.1,13.070527940000007,108
WP_020336388.1,41.230113739999965,363
WP_020336387.1,17.95954244000001,158
WP_020336386.1,119.00098084000045,1054
WP_020336385.1,27.51060464,240
WP_014232008.1,36.324065739999995,313
WP_014232007.1,13.713643640000013,118
WP_020336383.1,36.202155939999976,316
WP_014232005.1,7.628205640000002,66
WP_020336382.1,32.006537540000004,288
WP_020336381.1,75.33180353999995,683
WP_020336380.1,34.994765139999984,320
WP_020336379.1,55.79271753999992,493
WP_024373076.1,22.777741140000007,211
WP_020336377.1,37.03928604,333
WP_024373077.1,28.205673540000017,253
WP_020336375.1,39.96972153999997,337
WP_020336373.1,48.1670126399999,457
WP_020336371.1,24.799027739999996,219
WP_020336370.1,36.54736093999999,323
WP_014231979.1,94.38955064000022,881
WP_014231978.1,5.957391840000001,52
WP_020336369.1,27.730469640000017,244
WP_014231976.1,14.121235140000003,127
WP_020336368.1,73.27927783999995,646
WP_020336367.1,53.36293773999994,470
WP_014231973.1,24.19388224000001,218
WP_020336366.1,22.963026039999992,211
WP_020336365.1,28.751840440000013,264
WP_020336364.1,25.444925740000013,227
WP_020336363.1,54.527648839999856,511
WP_020336362.1,23.19368984000001,203
WP_020336361.1,36.82069573999998,335
WP_020336359.1,39.09604183999993,359
WP_014231965.1,43.48856753999996,395
WP_020336357.1,20.33820114000001,177
WP_020336356.1,45.967149539999966,421
WP_020336355.1,14.760748340000015,128
WP_014231961.1,52.4057426399999,474
WP_020336354.1,42.69613683999996,383
WP_020336353.1,42.82800294000002,388
WP_020336352.1,36.12399113999998,326
WP_020336351.1,51.97988173999999,471
WP_014231956.1,8.640896839999998,75
WP_020336350.1,60.290053939999865,539
WP_020336349.1,25.484392739999993,228
WP_020336348.1,79.21619774000017,711
WP_020336347.1,36.328721239999986,314
WP_014231951.1,57.462943139999894,500
WP_014231950.1,26.107338539999997,239
WP_014231949.1,52.48050583999994,482
WP_014231948.1,7.537119339999999,67
WP_014231947.1,5.12283154,45
WP_020336346.1,65.18960843999986,585
WP_014231945.1,55.548079639999884,506
WP_014231944.1,34.91541623999996,323
WP_020336345.1,26.82284864000002,256
WP_020336344.1,53.49475313999977,508
WP_020336343.1,18.35390994000002,164
WP_014231940.1,34.85448383999997,323
WP_020336342.1,14.861720140000012,132
WP_014231938.1,27.588466540000024,239
WP_014231937.1,32.55622593999999,298
WP_020336340.1,42.60240663999998,380
WP_020336339.1,94.79834074000017,863
WP_020336338.1,42.27779733999998,398
WP_020336337.1,69.48434483999984,625
WP_020336336.1,18.028695540000015,158
WP_024372960.1,53.79044053999982,483
WP_020336334.1,79.09321974000017,718
WP_024372961.1,36.03752524,318
WP_020336332.1,41.19843384,376
WP_020336331.1,73.19291003999994,645
WP_020336330.1,14.164927140000014,118
WP_020336328.1,18.532399940000012,161
WP_024372962.1,17.532709840000017,158
WP_020336325.1,20.553465440000018,186
WP_020336323.1,17.837348640000013,160
WP_014231921.1,29.51073194,269
WP_020336322.1,23.963443540000025,216
WP_014231919.1,25.355816040000008,231
WP_014231918.1,74.00770173999997,653
WP_014231917.1,13.500868240000004,117
WP_014231916.1,22.728949940000014,206
WP_024372964.1,48.91073223999993,438
WP_155521824.1,337.2814051400015,3284
WP_014231914.1,44.51592873999996,397
WP_014231913.1,10.04239244,90
WP_014231912.1,12.400286840000007,109
WP_020333317.1,14.546612040000005,124
WP_014231910.1,23.759318240000024,220
WP_020333316.1,28.46387484,249
WP_020333315.1,40.85643963999994,365
WP_014231907.1,43.28914063999994,401
WP_255212190.1,4.787577139999999,42
WP_020333314.1,36.78947233999998,342
WP_020333312.1,34.47882793999999,306
WP_014231903.1,18.191653840000008,160
WP_020333311.1,38.62306423999999,350
WP_014231901.1,18.474727240000014,165
WP_020333309.1,52.67615933999988,450
WP_014231899.1,30.834712239999998,277
WP_020333308.1,53.323724539999866,478
WP_020333307.1,95.87005134000027,882
WP_020333306.1,46.90370583999995,415
WP_020333305.1,66.90275413999986,598
WP_014231894.1,17.072337640000015,157
WP_014231893.1,23.10251924000001,208
WP_014231892.1,75.67214403999994,668
WP_014231891.1,25.159962040000018,221
WP_020333304.1,98.40274034000028,868
WP_014231889.1,8.47576614,72
WP_014231888.1,183.90353924000178,1613
WP_014231887.1,36.937464539999986,336
WP_014231886.1,20.630565539999996,180
WP_014231885.1,79.80311003999992,707
WP_014231884.1,9.183225240000006,80
WP_014231883.1,72.40796353999981,639
WP_020333303.1,61.70537783999994,573
WP_014231881.1,6.707445340000002,57
WP_014231880.1,19.045116840000016,172
WP_020333302.1,60.559562939999886,546
WP_024372681.1,17.415726240000005,149
WP_014231877.1,11.829999140000005,103
WP_020333300.1,12.324381240000013,106
WP_020333298.1,21.73326314000001,189
WP_020333296.1,18.563397740000006,158
WP_020333295.1,17.92219774000001,156
WP_020333294.1,14.074143840000016,125
WP_020333293.1,15.04667614000002,135
WP_020333292.1,31.96314834000002,274
WP_020333291.1,16.26066624000002,145
WP_020333290.1,64.83442523999987,576
WP_020333289.1,43.51794053999992,393
WP_020333288.1,13.332571840000009,118
WP_020333287.1,53.46484093999988,475
WP_020333286.1,23.568678740000003,206
WP_014231840.1,6.626553639999999,57
WP_020333285.1,35.44704453999996,324
WP_014231838.1,18.074907540000012,158
WP_020333284.1,85.62059274000019,787
WP_014231836.1,6.189148740000001,54
WP_024372679.1,23.707301140000006,225
WP_014231834.1,27.792974940000008,248
WP_014231833.1,35.30933403999999,315
WP_020333282.1,33.99406794,297
WP_020333280.1,24.29204554,219
WP_020333278.1,29.346877339999995,266
WP_020333277.1,44.076285739999975,391
WP_014231828.1,32.02394344,286
WP_020333276.1,27.97371254000002,256
WP_020333275.1,38.28125613999995,343
WP_014231825.1,39.097260639999945,345
WP_020333274.1,26.916309539999993,240
WP_014231823.1,6.212018139999999,58
WP_020333273.1,42.6237258399999,406
WP_020333272.1,51.83150393999982,472
WP_161624421.1,33.41707554000003,293
WP_020333270.1,21.892804440000017,204
WP_020333269.1,15.677390940000018,138
WP_014231816.1,39.30304313999997,350
WP_014231815.1,21.930907940000004,202
WP_014231814.1,106.63925734000043,951
WP_020333268.1,7.30816434,66
WP_014231812.1,23.717853140000013,208
WP_014231811.1,60.109771739999935,553
WP_020333265.1,22.501168940000007,204
WP_014231809.1,17.619952740000006,155
WP_020333264.1,30.626107240000007,276
WP_014231806.1,59.89886943999988,530
WP_020333263.1,77.27556363999997,680
WP_020333262.1,54.43584873999988,483
WP_014231803.1,30.139146939999996,272
WP_014231802.1,25.193195040000003,232
WP_020333261.1,26.683882440000016,239
WP_020333260.1,22.01602724000001,195
WP_020333259.1,64.90601783999988,592
WP_014231798.1,10.277663840000006,88
WP_020333258.1,17.17644114000001,161
WP_014231796.1,32.46809823999999,302
WP_024372674.1,29.234302140000004,249
WP_024372673.1,31.22404774000001,272
WP_014231793.1,14.717512140000022,126
WP_020333255.1,73.43131873999995,668
WP_024372672.1,18.402149040000012,163
WP_014231790.1,12.698374640000008,114
WP_020333253.1,36.81828244000003,320
WP_024372671.1,36.28406903999998,324
WP_014231787.1,33.36082603999999,288
WP_014231786.1,7.366133139999997,64
WP_020333251.1,22.27548524000002,203
WP_020333250.1,49.37614093999991,456
WP_020333249.1,38.625137039999984,335
WP_020333248.1,31.95356973999998,280
WP_014231781.1,15.27263434000001,129
WP_020333247.1,57.40125623999983,527
WP_014231779.1,17.984989540000008,171
WP_014231778.1,16.963916640000008,159
WP_020333245.1,151.61087644000114,1323
WP_014231776.1,20.935898740000013,194
WP_231113050.1,11.411555640000003,101
WP_014231774.1,12.84327934,114
WP_020333243.1,74.40071193999997,646
WP_020333242.1,16.45267194000001,146
WP_014231771.1,20.12212574000001,176
WP_014231770.1,23.11354284,210
WP_020333241.1,71.17586974,654
WP_020333240.1,105.07815464000021,940
WP_014231767.1,7.1249568399999985,64
WP_020333239.1,25.979772440000005,228
WP_020333238.1,65.33689653999986,580
WP_020333237.1,65.84956483999986,592
WP_014231757.1,21.836366339999998,182
WP_020333235.1,8.584508540000003,72
WP_020333234.1,42.58557943999996,371
WP_014231754.1,42.00384853999995,401
WP_020333233.1,23.433414840000005,200
WP_020333232.1,35.34174584,312
WP_020333231.1,17.892286040000016,157
WP_020333230.1,49.563456839999866,445
WP_014231749.1,50.88552803999987,472
WP_020333229.1,18.027273240000017,176
WP_014231747.1,23.24663834,213
WP_020333228.1,24.604239340000003,220
WP_020333227.1,18.45350914000002,162
WP_020333226.1,61.078414139999914,568
WP_014231743.1,11.357939540000011,101
WP_014231742.1,10.969641740000013,100
WP_020333225.1,32.11759804000001,285
WP_014231740.1,25.747298440000016,231
WP_014231739.1,30.766509540000023,278
WP_020333224.1,39.681914139999925,361
WP_020333223.1,60.3633358399998,554
WP_014231736.1,46.42154423999993,424
WP_020333222.1,122.86395714000051,1103
WP_014231734.1,33.26901254000001,300
WP_020333221.1,22.461202240000006,202
WP_020333220.1,9.456839340000002,83
WP_020333219.1,30.86005034000002,272
WP_020333218.1,48.60538363999991,452
WP_020333217.1,36.717514439999945,337
WP_020333215.1,32.982965939999985,311
WP_014231727.1,28.583377339999977,266
WP_020333213.1,31.90428184000001,287
WP_020333212.1,36.17908923999999,329
WP_020333211.1,60.81579113999986,542
WP_014231723.1,18.79460594000002,175
WP_020333210.1,20.62478474000002,194
WP_020333209.1,32.57459104000001,289
WP_020333208.1,45.297023139999986,417
WP_020333207.1,44.863542539999905,409
WP_024372667.1,56.71294073999999,521
WP_020333205.1,42.24332973999999,393
WP_020333204.1,52.46594233999985,479
WP_014231715.1,25.413840340000014,223
WP_014231714.1,25.73550014000001,243
WP_020333203.1,35.608615839999985,309
WP_020333202.1,13.404187940000014,119
WP_020333201.1,8.588745440000002,76
WP_020333200.1,21.45143014000002,194
WP_020333199.1,30.816066040000027,268
WP_014231708.1,56.863568839999886,517
WP_014231707.1,17.395660440000015,159
WP_014231706.1,16.55569204000001,147
WP_020333197.1,7.89890404,68
WP_020333196.1,24.51383384000001,221
WP_020333195.1,64.09997533999989,597
WP_020333194.1,9.563305740000008,99
WP_020333193.1,16.775110940000012,149
WP_020333192.1,153.48834324000083,1344
WP_020333191.1,31.37917314000001,275
WP_020333190.1,91.1507116400001,789
WP_020333189.1,144.38475084000078,1267
WP_020333188.1,100.3702801400005,917
WP_020333187.1,16.653859740000016,141
WP_020333186.1,57.40628953999988,525
WP_014231694.1,51.920754439999925,460
WP_020333185.1,33.01845124,297
WP_020333184.1,50.99385503999993,452
WP_020333183.1,20.38105464000002,172
WP_020333182.1,11.29472144,105
WP_020333181.1,28.33645944,270
WP_020333180.1,44.68377723999996,401
WP_020333179.1,35.24291483999998,318
WP_020333178.1,59.14552873999988,533
WP_014231685.1,12.690287340000008,113
WP_020333177.1,35.81736133999997,313
WP_020333176.1,30.26522814,268
WP_014231683.1,27.963189539999988,256
WP_020333174.1,65.1086227399999,599
WP_049873810.1,15.62101734000002,141
WP_020333172.1,22.435923340000024,205
WP_020333171.1,37.216645539999995,325
WP_014231678.1,14.326377540000012,127
WP_014231677.1,10.95884564,93
WP_020333170.1,52.4145822399999,487
WP_020333169.1,48.68576853999998,434
WP_020333168.1,53.88084203999987,472
WP_020333167.1,48.13503653999988,461
WP_024373096.1,38.23763973999996,344
WP_020333165.1,32.72766164,304
WP_020333164.1,35.066419540000005,310
WP_020333163.1,35.13517513999996,328
WP_020333162.1,32.81517854,318
WP_020333161.1,33.45070774,329
WP_020333160.1,54.10987623999992,499
WP_020333159.1,32.50270434,291
WP_020333158.1,23.928099140000004,217
WP_020333157.1,34.20424344,325
WP_020333156.1,35.34457834,310
WP_020333155.1,36.03500984,316
WP_020333154.1,12.835285240000005,110
WP_020333153.1,43.730120339999935,412
WP_020333152.1,31.669081539999986,290
WP_020333151.1,10.613368740000002,96
WP_155521825.1,5.019620839999999,45
WP_020333150.1,6.364864639999999,58
WP_020333149.1,42.54651303999998,398
WP_020333148.1,48.36215693999995,439
WP_020333147.1,65.06790623999991,589
WP_020333146.1,26.461114539999972,241
WP_020333144.1,13.227197640000007,112
WP_020333143.1,25.208454840000016,220
WP_020333142.1,25.32287144,222
WP_020333141.1,37.55635303999996,345
WP_020333140.1,43.34276193999996,376
WP_020333139.1,40.28022633999993,357
WP_020333138.1,39.60507223999996,368
WP_020333137.1,16.69718674000001,145
WP_020333136.1,39.78518653999997,360
WP_020333135.1,37.39992443999995,350
WP_020333131.1,27.93516144000003,256
WP_020333130.1,24.071350540000008,214
WP_020333129.1,17.976898640000005,159
WP_020333128.1,29.771874439999987,263
WP_020333127.1,29.36922114,262
WP_020333126.1,9.832696940000005,86
WP_020333125.1,13.697236240000011,126
WP_020333124.1,5.44639314,51
WP_020333123.1,16.80793594000001,147
WP_020333122.1,14.782300340000013,126
WP_020333121.1,29.18197994,260
WP_014231655.1,9.171454640000002,85
WP_020333120.1,42.06697023999997,374
WP_020333119.1,20.118331240000018,171
WP_014231652.1,8.889517040000003,76
WP_020333118.1,32.82392774000001,289
WP_020333116.1,44.07310483999994,407
WP_014231649.1,22.335113440000008,193
WP_014231648.1,21.54042854000001,191
WP_029791807.1,27.727803440000017,255
WP_020333111.1,35.694199539999985,331
WP_014231645.1,38.651923739999965,342
WP_020333108.1,67.97984313999991,601
WP_014231643.1,23.141059840000015,205
WP_020333107.1,19.76562524000002,177
WP_020333106.1,29.07621574000001,266
WP_020333105.1,36.87842514,347
WP_014231639.1,22.11025584000001,203
WP_020333104.1,25.690838240000012,229
WP_020333103.1,47.64769563999994,459
WP_020333102.1,17.955495140000007,157
WP_020333101.1,22.61902594000003,205
WP_020333100.1,27.95177674,242
WP_020333099.1,19.095292040000007,171
WP_020333098.1,18.52656234000001,169
WP_020333097.1,6.709220740000003,61
WP_020333096.1,48.97682303999993,438
WP_020333095.1,23.403127440000006,208
WP_020333094.1,59.681717539999916,564
WP_020333093.1,181.19430174000024,1662
WP_020333092.1,20.558224339999995,183
WP_020333091.1,21.853902140000017,198
WP_020333090.1,81.72783864000012,743
WP_020333088.1,10.63667594,94
WP_020333086.1,16.756741440000006,146
WP_020333085.1,18.186307840000016,166
WP_020333084.1,16.154714340000012,148
WP_020333083.1,23.998952340000006,210
WP_020333082.1,9.869014140000004,92
WP_020333081.1,6.91667424,63
WP_020333080.1,71.56701944000004,656
WP_020333079.1,58.094554339999895,517
WP_020333078.1,19.10179454000001,175
WP_231113042.1,75.16896153999988,664
WP_020333076.1,20.988650440000004,189
WP_020333075.1,47.224452239999955,404
WP_020333074.1,6.939128740000001,61
WP_020333073.1,17.172849040000013,152
WP_020333072.1,10.32686664,93
WP_020333071.1,25.975058340000007,225
WP_020333069.1,16.123346340000012,145
WP_020333068.1,25.351916139999997,227
WP_020333066.1,23.443056540000015,206
WP_020333065.1,21.611986839999997,193
WP_020333064.1,27.799634540000024,243
WP_236614642.1,29.338662339999985,262
WP_255201246.1,4.81362094,43
WP_020333062.1,20.33623304000001,182
WP_020333061.1,8.46276754,77
WP_020333060.1,24.704145140000016,222
WP_020333059.1,16.319509740000022,142
WP_020333058.1,10.212523740000004,90
WP_020333057.1,9.149484840000005,80
WP_020333056.1,15.267258640000009,133
WP_020333055.1,5.835567140000001,52
WP_020333054.1,11.894475540000007,101
WP_061778632.1,19.476344040000022,169
WP_020333050.1,12.331591840000012,107
WP_020333049.1,39.36080913999995,347
WP_020333048.1,32.65038394000002,281
WP_020333047.1,46.19326943999993,398
WP_020333046.1,54.4156031399999,473
WP_020333045.1,13.592613040000014,124
WP_014231625.1,24.07691844000001,225
WP_020333043.1,31.908221040000004,295
WP_020333042.1,42.68242933999995,391
WP_020333041.1,24.800075240000005,216
WP_020333040.1,29.037288440000008,258
WP_005462650.1,11.207811040000005,98
WP_020333039.1,31.472090740000002,292
WP_020333037.1,36.94246574,331
WP_020333035.1,32.617109340000006,305
WP_020333034.1,61.91477143999991,543
WP_020333033.1,86.74983184000021,800
WP_014231614.1,36.92984273999996,327
WP_020333032.1,30.981297440000006,269
WP_004727974.1,13.383754240000005,117
WP_005377932.1,7.30391244,64
WP_308507400.1,18.227204440000012,162
WP_014231611.1,73.79382953999999,642
WP_024372848.1,37.57380573999997,328
WP_014231609.1,27.485365940000005,247
WP_020333030.1,26.97797104000001,235
WP_014231607.1,45.21362143999999,416
WP_020333029.1,37.02470094,332
WP_014231605.1,27.48912314,241
WP_020333028.1,36.96971283999999,328
WP_020333027.1,30.405720139999985,274
WP_020333026.1,33.034978540000004,300
WP_014231601.1,17.593128540000016,153
WP_020333024.1,112.57724844000043,1011
WP_020333023.1,25.38493554000002,226
WP_014231598.1,25.84970584000001,231
WP_014231597.1,23.661495040000023,222
WP_024372847.1,36.22986574,318
WP_014231595.1,7.197150939999999,61
WP_014231594.1,14.708858140000007,130
WP_020333021.1,41.02877243999993,367
WP_020333020.1,61.443198239999994,557
WP_014231591.1,14.342396840000008,125
WP_020333019.1,87.74338744000019,784
WP_014231589.1,62.16703663999986,562
WP_024372846.1,27.656496840000006,240
WP_014231587.1,48.85272733999989,456
WP_020333018.1,30.60111834000002,274
WP_020333017.1,45.76334333999993,411
WP_020333016.1,24.725816340000005,218
WP_020333015.1,34.45774694000001,319
WP_020333014.1,65.71107313999988,595
WP_020333013.1,63.245645239999845,573
WP_020333012.1,48.748311739999956,445
WP_031779177.1,40.47027893999995,367
WP_020333010.1,46.3130751399999,421
WP_024372845.1,72.69171153999996,646
WP_020333008.1,18.561859039999995,165
WP_020333007.1,19.71102584000001,181
WP_014231574.1,22.661009940000007,195
WP_020333006.1,34.716726040000026,306
WP_014231572.1,32.09990583999999,301
WP_020333005.1,19.702879340000013,170
WP_020333004.1,61.18215193999992,548
WP_014231569.1,31.548124840000003,284
WP_020333003.1,44.554314739999924,413
WP_014231567.1,10.030444840000001,89
WP_014231566.1,60.571365239999814,560
WP_020333002.1,43.99397803999995,400
WP_020333001.1,83.58480594000014,760
WP_014231563.1,23.558185240000014,208
WP_020333000.1,40.17711793999994,383
WP_236614641.1,40.34134653999994,354
WP_020332998.1,90.59014464000033,817
WP_014231559.1,24.73241214000002,223
WP_014231558.1,49.302680139999836,458
WP_020332997.1,53.67592963999988,480
WP_020332996.1,22.58373474000001,200
WP_236614638.1,22.01664564,203
WP_020332994.1,83.65425404000014,770
WP_014231553.1,36.526937740000015,328
WP_020332993.1,75.0132925400001,660
WP_020332992.1,24.505655839999996,219
WP_020332991.1,42.71586883999994,400
WP_014231548.1,26.57225324000001,233
WP_020332989.1,66.27259873999985,583
WP_020332988.1,16.47266244000001,144
WP_020332987.1,24.615338540000014,219
WP_020332986.1,50.59315903999997,449
WP_014231543.1,10.373005340000002,92
WP_020332984.1,61.45673793999993,567
WP_014231541.1,8.874115540000002,75
WP_020332983.1,9.639167940000004,82
WP_020332982.1,16.552007840000016,148
WP_020332981.1,42.30228643999995,381
WP_020332980.1,63.70388163999979,569
WP_020332979.1,23.91550044000001,215
WP_020332978.1,22.344992940000004,203
WP_014231534.1,16.158463240000014,158
WP_020332977.1,56.29934773999989,509
WP_020332976.1,60.92047103999986,553
WP_020332975.1,38.69274303999999,351
WP_020332974.1,34.786594839999985,310
WP_020332973.1,26.113868340000003,230
WP_236614640.1,48.148700039999866,456
WP_014231527.1,55.73187123999987,484
WP_020332971.1,44.414646439999956,401
WP_020332970.1,21.59135944000001,189
WP_020332969.1,114.59718274000039,1033
WP_014231523.1,39.914440239999955,361
WP_014231522.1,37.61170283999994,343
WP_020332968.1,14.682969140000015,129
WP_020332967.1,9.104545539999998,77
WP_020332966.1,25.366708740000014,223
WP_020332965.1,38.03821223999998,335
WP_014231517.1,60.6284197399999,539
WP_020332964.1,35.688219639999986,320
WP_014231515.1,31.87143834,295
WP_014231514.1,37.58788983999997,331
WP_014231513.1,29.499317940000022,262
WP_014231512.1,15.249988940000014,129
WP_014231511.1,32.98872784000001,301
WP_020332963.1,44.128337439999996,404
WP_020332962.1,66.13657373999992,579
WP_020332961.1,92.53891494000027,820
WP_020332960.1,44.300996239999954,394
WP_020332959.1,6.719948540000001,59
WP_020332958.1,28.970112040000018,267
WP_014231504.1,5.277017439999998,45
WP_014231503.1,30.88365233999999,286
WP_014231502.1,8.56371354,78
WP_014231501.1,30.178406640000006,275
WP_020332957.1,24.187607340000007,212
WP_014231499.1,21.754853140000016,192
WP_014231498.1,52.119732039999946,460
WP_020332956.1,18.124265840000024,164
WP_024372839.1,27.94088224000002,242
WP_020332953.1,46.63489203999998,404
WP_014231494.1,18.86799034000001,167
