Query ID	Predicted EC number
tr|A0A1B1E8U0|A0A1B1E8U0_VIBNA	EC:2.4.2.10
tr|A0A1B1E8Z9|A0A1B1E8Z9_VIBNA	EC:3.4.24.70
tr|A0A1B1E900|A0A1B1E900_VIBNA	EC:1.1.1.133
tr|A0A1B1E944|A0A1B1E944_VIBNA	EC:2.7.1.166
tr|A0A1B1E951|A0A1B1E951_VIBNA	EC:2.7.7.7
tr|A0A1B1E965|A0A1B1E965_VIBNA	EC:2.7.7.24
tr|A0A1B1E970|A0A1B1E970_VIBNA	EC:3.1.26.4
tr|A0A1B1E980|A0A1B1E980_VIBNA	EC:1.8.4.11
tr|A0A1B1E981|A0A1B1E981_VIBNA	EC:3.6.1.1
tr|A0A1B1E9A0|A0A1B1E9A0_VIBNA	EC:1.1.1.37
tr|A0A1B1E9A1|A0A1B1E9A1_VIBNA	EC:3.1.3.11
tr|A0A1B1E9A2|A0A1B1E9A2_VIBNA	EC:3.6.1.41
tr|A0A1B1E9A5|A0A1B1E9A5_VIBNA	EC:1.5.1.3
tr|A0A1B1E9A8|A0A1B1E9A8_VIBNA	EC:2.7.4.8
tr|A0A1B1E9B1|A0A1B1E9B1_VIBNA	EC:2.5.1.129
tr|A0A1B1E9B6|A0A1B1E9B6_VIBNA	EC:2.3.3.13
tr|A0A1B1E9C7|A0A1B1E9C7_VIBNA	EC:2.2.1.6
tr|A0A1B1E9F0|A0A1B1E9F0_VIBNA	EC:1.1.1.17
tr|A0A1B1E9G4|A0A1B1E9G4_VIBNA	EC:3.1.4.53
tr|A0A1B1E9H5|A0A1B1E9H5_VIBNA	EC:1.10.2.2
tr|A0A1B1E9I9|A0A1B1E9I9_VIBNA	EC:4.2.1.33
tr|A0A1B1E9J8|A0A1B1E9J8_VIBNA	EC:2.7.1.40
tr|A0A1B1E9L3|A0A1B1E9L3_VIBNA	EC:2.7.13.3
tr|A0A1B1E9L7|A0A1B1E9L7_VIBNA	EC:2.7.1.39
tr|A0A1B1E9M3|A0A1B1E9M3_VIBNA	EC:3.1.21.2
tr|A0A1B1E9M8|A0A1B1E9M8_VIBNA	EC:2.1.1.223
tr|A0A1B1E9N3|A0A1B1E9N3_VIBNA	EC:3.2.2.27
tr|A0A1B1E9P2|A0A1B1E9P2_VIBNA	EC:6.1.1.6
tr|A0A1B1E9P7|A0A1B1E9P7_VIBNA	EC:1.1.1.22
tr|A0A1B1E9R2|A0A1B1E9R2_VIBNA	EC:2.1.1.198
tr|A0A1B1E9R9|A0A1B1E9R9_VIBNA	EC:5.4.99.5
tr|A0A1B1E9S8|A0A1B1E9S8_VIBNA	EC:5.4.99.23
tr|A0A1B1E9S9|A0A1B1E9S9_VIBNA	EC:2.5.1.54
tr|A0A1B1E9U9|A0A1B1E9U9_VIBNA	EC:2.3.3.9
tr|A0A1B1E9V3|A0A1B1E9V3_VIBNA	EC:1.11.1.15
tr|A0A1B1E9W1|A0A1B1E9W1_VIBNA	EC:2.1.1.107
tr|A0A1B1E9W3|A0A1B1E9W3_VIBNA	EC:3.1.3.25
tr|A0A1B1E9W6|A0A1B1E9W6_VIBNA	EC:4.1.3.1
tr|A0A1B1E9W7|A0A1B1E9W7_VIBNA	EC:2.4.99.17
tr|A0A1B1E9X5|A0A1B1E9X5_VIBNA	EC:1.17.7.3
tr|A0A1B1E9Y5|A0A1B1E9Y5_VIBNA	EC:6.1.1.21
tr|A0A1B1E9Z4|A0A1B1E9Z4_VIBNA	EC:3.1.11.6
tr|A0A1B1EA00|A0A1B1EA00_VIBNA	EC:5.3.1.14
tr|A0A1B1EA60|A0A1B1EA60_VIBNA	EC:1.2.1.41
tr|A0A1B1EA75|A0A1B1EA75_VIBNA	EC:2.1.1.177
tr|A0A1B1EA86|A0A1B1EA86_VIBNA	EC:6.1.1.4
tr|A0A1B1EA95|A0A1B1EA95_VIBNA	EC:3.4.16.4
tr|A0A1B1EA96|A0A1B1EA96_VIBNA	EC:2.5.1.55
tr|A0A1B1EAA3|A0A1B1EAA3_VIBNA	EC:2.1.1.297
tr|A0A1B1EAA4|A0A1B1EAA4_VIBNA	EC:3.6.3.4
tr|A0A1B1EAB0|A0A1B1EAB0_VIBNA	EC:4.2.3.1
tr|A0A1B1EAE7|A0A1B1EAE7_VIBNA	EC:2.5.1.47
tr|A0A1B1EAG8|A0A1B1EAG8_VIBNA	EC:6.5.1.2
tr|A0A1B1EAG9|A0A1B1EAG9_VIBNA	EC:3.1.1.29
tr|A0A1B1EAH4|A0A1B1EAH4_VIBNA	EC:3.5.1.25
tr|A0A1B1EAI3|A0A1B1EAI3_VIBNA	EC:6.3.5.4
tr|A0A1B1EAJ6|A0A1B1EAJ6_VIBNA	EC:1.3.5.1
tr|A0A1B1EAM0|A0A1B1EAM0_VIBNA	EC:2.3.3.1
tr|A0A1B1EAM6|A0A1B1EAM6_VIBNA	EC:1.3.5.1
tr|A0A1B1EAQ3|A0A1B1EAQ3_VIBNA	EC:3.3.2.1
tr|A0A1B1EAS6|A0A1B1EAS6_VIBNA	EC:2.3.1.61
tr|A0A1B1EAT2|A0A1B1EAT2_VIBNA	EC:5.2.1.8
tr|A0A1B1EAT7|A0A1B1EAT7_VIBNA	EC:6.1.1.19
tr|A0A1B1EAU9|A0A1B1EAU9_VIBNA	EC:2.7.13.3
tr|A0A1B1EAV4|A0A1B1EAV4_VIBNA	EC:3.4.21.92
tr|A0A1B1EAX5|A0A1B1EAX5_VIBNA	EC:3.1.3.5
tr|A0A1B1EAY8|A0A1B1EAY8_VIBNA	EC:2.4.2.3
tr|A0A1B1EAZ0|A0A1B1EAZ0_VIBNA	EC:3.6.3.4
tr|A0A1B1EB08|A0A1B1EB08_VIBNA	EC:2.7.7.38
tr|A0A1B1EB12|A0A1B1EB12_VIBNA	EC:2.7.1.130
tr|A0A1B1EB14|A0A1B1EB14_VIBNA	EC:1.97.1.4
tr|A0A1B1EB20|A0A1B1EB20_VIBNA	EC:2.3.1.54
tr|A0A1B1EB33|A0A1B1EB33_VIBNA	EC:1.1.1.42
tr|A0A1B1EB35|A0A1B1EB35_VIBNA	EC:3.1.26.5
tr|A0A1B1EB42|A0A1B1EB42_VIBNA	EC:2.3.2.8
tr|A0A1B1EB50|A0A1B1EB50_VIBNA	EC:2.4.1.21
tr|A0A1B1EB58|A0A1B1EB58_VIBNA	EC:2.7.1.191
tr|A0A1B1EB62|A0A1B1EB62_VIBNA	EC:2.3.2.6
tr|A0A1B1EB65|A0A1B1EB65_VIBNA	EC:3.6.4.12
tr|A0A1B1EB72|A0A1B1EB72_VIBNA	EC:5.4.2.2
tr|A0A1B1EB81|A0A1B1EB81_VIBNA	EC:1.2.4.2
tr|A0A1B1EB85|A0A1B1EB85_VIBNA	EC:3.1.22.4
tr|A0A1B1EBB0|A0A1B1EBB0_VIBNA	EC:1.4.1.1
tr|A0A1B1EBB6|A0A1B1EBB6_VIBNA	EC:2.1.1.197
tr|A0A1B1EBC6|A0A1B1EBC6_VIBNA	EC:4.3.2.2
tr|A0A1B1EBD2|A0A1B1EBD2_VIBNA	EC:2.4.2.17
tr|A0A1B1EBD6|A0A1B1EBD6_VIBNA	EC:1.1.1.23
tr|A0A1B1EBD9|A0A1B1EBD9_VIBNA	EC:2.6.1.9
tr|A0A1B1EBE2|A0A1B1EBE2_VIBNA	EC:5.3.1.16
tr|A0A1B1EBE6|A0A1B1EBE6_VIBNA	EC:5.2.1.8
tr|A0A1B1EBF2|A0A1B1EBF2_VIBNA	EC:6.1.1.16
tr|A0A1B1EBF7|A0A1B1EBF7_VIBNA	EC:2.7.1.21
tr|A0A1B1EBF8|A0A1B1EBF8_VIBNA	EC:1.7.2.3
tr|A0A1B1EBN4|A0A1B1EBN4_VIBNA	EC:1.8.1.9
tr|A0A1B1EBP3|A0A1B1EBP3_VIBNA	EC:6.3.2.6
tr|A0A1B1EBP9|A0A1B1EBP9_VIBNA	EC:3.5.3.8
tr|A0A1B1EBQ6|A0A1B1EBQ6_VIBNA	EC:6.1.1.20
tr|A0A1B1EBQ9|A0A1B1EBQ9_VIBNA	EC:6.1.1.20
tr|A0A1B1EBS8|A0A1B1EBS8_VIBNA	EC:2.1.1.67
tr|A0A1B1EBS9|A0A1B1EBS9_VIBNA	EC:3.2.1.26
tr|A0A1B1EBT2|A0A1B1EBT2_VIBNA	EC:3.6.3.33
tr|A0A1B1EBT4|A0A1B1EBT4_VIBNA	EC:2.4.2.21
tr|A0A1B1EBU6|A0A1B1EBU6_VIBNA	EC:2.1.1.181
tr|A0A1B1EBV8|A0A1B1EBV8_VIBNA	EC:4.3.1.18
tr|A0A1B1EBX5|A0A1B1EBX5_VIBNA	EC:1.1.5.4
tr|A0A1B1EC18|A0A1B1EC18_VIBNA	EC:2.7.13.3
tr|A0A1B1EC25|A0A1B1EC25_VIBNA	EC:3.5.1.5
tr|A0A1B1EC27|A0A1B1EC27_VIBNA	EC:3.5.1.5
tr|A0A1B1EC68|A0A1B1EC68_VIBNA	EC:2.7.1.59
tr|A0A1B1EC96|A0A1B1EC96_VIBNA	EC:4.1.3.39
tr|A0A1B1ECB2|A0A1B1ECB2_VIBNA	EC:2.7.13.3
tr|A0A1B1ECB5|A0A1B1ECB5_VIBNA	EC:2.1.1.173
tr|A0A1B1ECB5|A0A1B1ECB5_VIBNA	EC:2.1.1.264
tr|A0A1B1ECD0|A0A1B1ECD0_VIBNA	EC:2.1.1.178
tr|A0A1B1ECF6|A0A1B1ECF6_VIBNA	EC:3.4.11.2
tr|A0A1B1ECG1|A0A1B1ECG1_VIBNA	EC:2.3.3.5
tr|A0A1B1ECG8|A0A1B1ECG8_VIBNA	EC:2.7.13.3
tr|A0A1B1ECG9|A0A1B1ECG9_VIBNA	EC:4.2.1.3
tr|A0A1B1ECI2|A0A1B1ECI2_VIBNA	EC:3.1.1.31
tr|A0A1B1ECJ3|A0A1B1ECJ3_VIBNA	EC:2.3.1.178
tr|A0A1B1ECK3|A0A1B1ECK3_VIBNA	EC:2.7.13.3
tr|A0A1B1ECL0|A0A1B1ECL0_VIBNA	EC:4.2.1.108
tr|A0A1B1ECM4|A0A1B1ECM4_VIBNA	EC:2.6.1.76
tr|A0A1B1ECQ2|A0A1B1ECQ2_VIBNA	EC:2.1.1.191
tr|A0A1B1ECS0|A0A1B1ECS0_VIBNA	EC:1.2.1.10
tr|A0A1B1ECS7|A0A1B1ECS7_VIBNA	EC:2.3.1.222
tr|A0A1B1ECT6|A0A1B1ECT6_VIBNA	EC:1.1.1.18
tr|A0A1B1ECX3|A0A1B1ECX3_VIBNA	EC:1.1.1.1
tr|A0A1B1ECX3|A0A1B1ECX3_VIBNA	EC:1.2.1.10
tr|A0A1B1ECX6|A0A1B1ECX6_VIBNA	EC:2.7.13.3
tr|A0A1B1ECX7|A0A1B1ECX7_VIBNA	EC:1.1.1.18
tr|A0A1B1ECY4|A0A1B1ECY4_VIBNA	EC:4.2.1.44
tr|A0A1B1ECY6|A0A1B1ECY6_VIBNA	EC:3.5.3.12
tr|A0A1B1ED13|A0A1B1ED13_VIBNA	EC:4.3.1.17
tr|A0A1B1ED42|A0A1B1ED42_VIBNA	EC:3.2.1.52
tr|A0A1B1ED46|A0A1B1ED46_VIBNA	EC:1.17.4.1
tr|A0A1B1ED48|A0A1B1ED48_VIBNA	EC:4.1.1.96
tr|A0A1B1ED56|A0A1B1ED56_VIBNA	EC:5.4.99.22
tr|A0A1B1ED60|A0A1B1ED60_VIBNA	EC:4.2.1.20
tr|A0A1B1ED65|A0A1B1ED65_VIBNA	EC:1.17.4.1
tr|A0A1B1ED69|A0A1B1ED69_VIBNA	EC:4.1.3.27
tr|A0A1B1ED72|A0A1B1ED72_VIBNA	EC:4.2.1.20
tr|A0A1B1ED96|A0A1B1ED96_VIBNA	EC:2.7.13.3
tr|A0A1B1EDC9|A0A1B1EDC9_VIBNA	EC:2.7.1.191
tr|A0A1B1EDE2|A0A1B1EDE2_VIBNA	EC:2.3.1.39
tr|A0A1B1EDE7|A0A1B1EDE7_VIBNA	EC:2.7.1.40
tr|A0A1B1EDE8|A0A1B1EDE8_VIBNA	EC:2.5.1.17
tr|A0A1B1EDG3|A0A1B1EDG3_VIBNA	EC:2.7.4.9
tr|A0A1B1EDI1|A0A1B1EDI1_VIBNA	EC:2.3.1.8
tr|A0A1B1EDK2|A0A1B1EDK2_VIBNA	EC:4.6.1.17
tr|A0A1B1EDK5|A0A1B1EDK5_VIBNA	EC:4.2.3.3
tr|A0A1B1EDL6|A0A1B1EDL6_VIBNA	EC:2.7.13.3
tr|A0A1B1EDM9|A0A1B1EDM9_VIBNA	EC:4.4.1.5
tr|A0A1B1EDN0|A0A1B1EDN0_VIBNA	EC:1.6.5.3
tr|A0A1B1EDN8|A0A1B1EDN8_VIBNA	EC:2.7.4.25
tr|A0A1B1EDP0|A0A1B1EDP0_VIBNA	EC:1.1.1.1
tr|A0A1B1EDP0|A0A1B1EDP0_VIBNA	EC:1.2.1.10
tr|A0A1B1EDV1|A0A1B1EDV1_VIBNA	EC:1.8.4.12
tr|A0A1B1EDV5|A0A1B1EDV5_VIBNA	EC:1.2.1.12
tr|A0A1B1EDX8|A0A1B1EDX8_VIBNA	EC:2.1.1.298
tr|A0A1B1EE23|A0A1B1EE23_VIBNA	EC:1.6.5.3
tr|A0A1B1EE43|A0A1B1EE43_VIBNA	EC:2.3.1.179
tr|A0A1B1EE60|A0A1B1EE60_VIBNA	EC:2.4.2.7
tr|A0A1B1EE83|A0A1B1EE83_VIBNA	EC:2.3.3.13
tr|A0A1B1EE96|A0A1B1EE96_VIBNA	EC:6.3.3.1
tr|A0A1B1EEA0|A0A1B1EEA0_VIBNA	EC:6.3.4.19
tr|A0A1B1EEA2|A0A1B1EEA2_VIBNA	EC:2.3.1.129
tr|A0A1B1EEA3|A0A1B1EEA3_VIBNA	EC:2.7.7.7
tr|A0A1B1EEA6|A0A1B1EEA6_VIBNA	EC:3.1.2.6
tr|A0A1B1EEB4|A0A1B1EEB4_VIBNA	EC:3.1.26.4
tr|A0A1B1EEB6|A0A1B1EEB6_VIBNA	EC:2.4.1.182
tr|A0A1B1EEC0|A0A1B1EEC0_VIBNA	EC:2.7.7.41
tr|A0A1B1EEE1|A0A1B1EEE1_VIBNA	EC:1.15.1.1
tr|A0A1B1EEE2|A0A1B1EEE2_VIBNA	EC:6.1.1.15
tr|A0A1B1EEG7|A0A1B1EEG7_VIBNA	EC:1.1.5.3
tr|A0A1B1EEG8|A0A1B1EEG8_VIBNA	EC:4.2.2.n1
tr|A0A1B1EEH5|A0A1B1EEH5_VIBNA	EC:2.3.1.1
tr|A0A1B1EEL6|A0A1B1EEL6_VIBNA	EC:2.3.1.191
tr|A0A1B1EEL8|A0A1B1EEL8_VIBNA	EC:2.4.2.4
tr|A0A1B1EEP3|A0A1B1EEP3_VIBNA	EC:2.5.1.15
tr|A0A1B1EEP5|A0A1B1EEP5_VIBNA	EC:3.2.1.52
tr|A0A1B1EEP6|A0A1B1EEP6_VIBNA	EC:5.4.2.10
tr|A0A1B1EEQ1|A0A1B1EEQ1_VIBNA	EC:2.1.1.172
tr|A0A1B1EEQ2|A0A1B1EEQ2_VIBNA	EC:2.1.1.174
tr|A0A1B1EEQ3|A0A1B1EEQ3_VIBNA	EC:2.7.13.3
tr|A0A1B1EER0|A0A1B1EER0_VIBNA	EC:2.4.2.8
tr|A0A1B1EER3|A0A1B1EER3_VIBNA	EC:2.8.1.7
tr|A0A1B1EER8|A0A1B1EER8_VIBNA	EC:6.1.1.17
tr|A0A1B1EES7|A0A1B1EES7_VIBNA	EC:2.4.2.19
tr|A0A1B1EES9|A0A1B1EES9_VIBNA	EC:2.1.1.228
tr|A0A1B1EET9|A0A1B1EET9_VIBNA	EC:1.8.1.4
tr|A0A1B1EEU8|A0A1B1EEU8_VIBNA	EC:6.3.2.2
tr|A0A1B1EEU9|A0A1B1EEU9_VIBNA	EC:2.7.1.24
tr|A0A1B1EEV7|A0A1B1EEV7_VIBNA	EC:4.4.1.21
tr|A0A1B1EEV9|A0A1B1EEV9_VIBNA	EC:5.4.99.27
tr|A0A1B1EEW1|A0A1B1EEW1_VIBNA	EC:3.1.3.3
tr|A0A1B1EEW8|A0A1B1EEW8_VIBNA	EC:2.7.13.3
tr|A0A1B1EEX2|A0A1B1EEX2_VIBNA	EC:2.7.2.4
tr|A0A1B1EEX3|A0A1B1EEX3_VIBNA	EC:3.6.5.n1
tr|A0A1B1EEX4|A0A1B1EEX4_VIBNA	EC:3.4.21.89
tr|A0A1B1EEX6|A0A1B1EEX6_VIBNA	EC:5.4.99.25
tr|A0A1B1EEX9|A0A1B1EEX9_VIBNA	EC:2.1.1.77
tr|A0A1B1EEY0|A0A1B1EEY0_VIBNA	EC:3.1.3.5
tr|A0A1B1EEY3|A0A1B1EEY3_VIBNA	EC:2.7.7.60
tr|A0A1B1EEY9|A0A1B1EEY9_VIBNA	EC:2.7.6.5
tr|A0A1B1EEZ0|A0A1B1EEZ0_VIBNA	EC:2.1.1.190
tr|A0A1B1EEZ3|A0A1B1EEZ3_VIBNA	EC:2.2.1.1
tr|A0A1B1EEZ4|A0A1B1EEZ4_VIBNA	EC:2.7.8.7
tr|A0A1B1EEZ8|A0A1B1EEZ8_VIBNA	EC:4.1.2.13
tr|A0A1B1EF02|A0A1B1EF02_VIBNA	EC:1.4.3.16
tr|A0A1B1EF07|A0A1B1EF07_VIBNA	EC:6.3.2.3
tr|A0A1B1EF12|A0A1B1EF12_VIBNA	EC:1.1.1.95
tr|A0A1B1EF16|A0A1B1EF16_VIBNA	EC:3.5.1.2
tr|A0A1B1EF32|A0A1B1EF32_VIBNA	EC:2.1.3.2
tr|A0A1B1EF33|A0A1B1EF33_VIBNA	EC:1.5.1.2
tr|A0A1B1EF35|A0A1B1EF35_VIBNA	EC:2.1.1.33
tr|A0A1B1EF55|A0A1B1EF55_VIBNA	EC:3.5.3.6
tr|A0A1B1EF60|A0A1B1EF60_VIBNA	EC:2.1.3.3
tr|A0A1B1EF85|A0A1B1EF85_VIBNA	EC:2.7.7.9
tr|A0A1B1EF89|A0A1B1EF89_VIBNA	EC:2.7.2.4
tr|A0A1B1EFB9|A0A1B1EFB9_VIBNA	EC:2.1.1.166
tr|A0A1B1EFC7|A0A1B1EFC7_VIBNA	EC:1.2.1.38
tr|A0A1B1EFD5|A0A1B1EFD5_VIBNA	EC:1.16.3.1
tr|A0A1B1EFD6|A0A1B1EFD6_VIBNA	EC:2.1.1.72
tr|A0A1B1EFG2|A0A1B1EFG2_VIBNA	EC:2.7.7.72
tr|A0A1B1EFG4|A0A1B1EFG4_VIBNA	EC:3.1.13.1
tr|A0A1B1EFH4|A0A1B1EFH4_VIBNA	EC:1.2.4.1
tr|A0A1B1EFI3|A0A1B1EFI3_VIBNA	EC:6.1.1.2
tr|A0A1B1EFI6|A0A1B1EFI6_VIBNA	EC:1.2.1.71
tr|A0A1B1EFI7|A0A1B1EFI7_VIBNA	EC:5.4.99.28
tr|A0A1B1EFJ6|A0A1B1EFJ6_VIBNA	EC:1.3.5.4
tr|A0A1B1EFM4|A0A1B1EFM4_VIBNA	EC:1.3.5.1
tr|A0A1B1EFM5|A0A1B1EFM5_VIBNA	EC:2.3.1.30
tr|A0A1B1EFM7|A0A1B1EFM7_VIBNA	EC:5.4.3.2
tr|A0A1B1EFN2|A0A1B1EFN2_VIBNA	EC:3.6.4.12
tr|A0A1B1EFN9|A0A1B1EFN9_VIBNA	EC:6.3.4.13
tr|A0A1B1EFP1|A0A1B1EFP1_VIBNA	EC:4.3.1.1
tr|A0A1B1EFQ0|A0A1B1EFQ0_VIBNA	EC:6.3.4.5
tr|A0A1B1EFQ4|A0A1B1EFQ4_VIBNA	EC:2.7.13.3
tr|A0A1B1EFR9|A0A1B1EFR9_VIBNA	EC:5.2.1.8
tr|A0A1B1EFT6|A0A1B1EFT6_VIBNA	EC:2.1.1.185
tr|A0A1B1EFT9|A0A1B1EFT9_VIBNA	EC:2.8.1.1
tr|A0A1B1EFU9|A0A1B1EFU9_VIBNA	EC:5.1.1.3
tr|A0A1B1EFV1|A0A1B1EFV1_VIBNA	EC:1.6.1.1
tr|A0A1B1EFW1|A0A1B1EFW1_VIBNA	EC:2.3.1.15
tr|A0A1B1EFY0|A0A1B1EFY0_VIBNA	EC:1.2.1.12
tr|A0A1B1EFZ4|A0A1B1EFZ4_VIBNA	EC:4.1.1.98
tr|A0A1B1EFZ9|A0A1B1EFZ9_VIBNA	EC:3.6.1.40
tr|A0A1B1EG02|A0A1B1EG02_VIBNA	EC:2.7.7.87
tr|A0A1B1EG04|A0A1B1EG04_VIBNA	EC:3.6.4.12
tr|A0A1B1EG07|A0A1B1EG07_VIBNA	EC:6.4.1.2
tr|A0A1B1EG10|A0A1B1EG10_VIBNA	EC:3.6.4.12
tr|A0A1B1EG13|A0A1B1EG13_VIBNA	EC:5.4.99.18
tr|A0A1B1EG16|A0A1B1EG16_VIBNA	EC:3.5.4.10
tr|A0A1B1EG16|A0A1B1EG16_VIBNA	EC:2.1.2.3
tr|A0A1B1EG30|A0A1B1EG30_VIBNA	EC:3.5.1.88
tr|A0A1B1EG37|A0A1B1EG37_VIBNA	EC:2.7.1.33
tr|A0A1B1EG47|A0A1B1EG47_VIBNA	EC:2.1.1.35
tr|A0A1B1EG54|A0A1B1EG54_VIBNA	EC:4.3.2.1
tr|A0A1B1EG77|A0A1B1EG77_VIBNA	EC:4.3.1.19
tr|A0A1B1EG78|A0A1B1EG78_VIBNA	EC:3.6.3.14
tr|A0A1B1EG83|A0A1B1EG83_VIBNA	EC:2.1.1.170
tr|A0A1B1EG91|A0A1B1EG91_VIBNA	EC:2.2.1.6
tr|A0A1B1EGA0|A0A1B1EGA0_VIBNA	EC:3.1.3.18
tr|A0A1B1EGA9|A0A1B1EGA9_VIBNA	EC:4.2.1.46
tr|A0A1B1EGB5|A0A1B1EGB5_VIBNA	EC:4.2.1.24
tr|A0A1B1EGC5|A0A1B1EGC5_VIBNA	EC:2.1.1.176
tr|A0A1B1EGC8|A0A1B1EGC8_VIBNA	EC:3.1.3.11
tr|A0A1B1EGF9|A0A1B1EGF9_VIBNA	EC:3.6.1.7
tr|A0A1B1EGG6|A0A1B1EGG6_VIBNA	EC:2.4.2.52
tr|A0A1B1EGG8|A0A1B1EGG8_VIBNA	EC:6.1.1.22
tr|A0A1B1EGI1|A0A1B1EGI1_VIBNA	EC:3.1.13.5
tr|A0A1B1EGI6|A0A1B1EGI6_VIBNA	EC:3.6.3.31
tr|A0A1B1EGK8|A0A1B1EGK8_VIBNA	EC:2.1.1.199
tr|A0A1B1EGM9|A0A1B1EGM9_VIBNA	EC:1.6.5.8
tr|A0A1B1EGP0|A0A1B1EGP0_VIBNA	EC:1.1.1.100
tr|A0A1B1EGT2|A0A1B1EGT2_VIBNA	EC:5.1.1.1
tr|A0A1B1EGT4|A0A1B1EGT4_VIBNA	EC:1.13.11.1
tr|A0A1B1EGT5|A0A1B1EGT5_VIBNA	EC:2.1.2.9
tr|A0A1B1EGV9|A0A1B1EGV9_VIBNA	EC:2.3.1.174
tr|A0A1B1EGW2|A0A1B1EGW2_VIBNA	EC:2.10.1.1
tr|A0A1B1EGX0|A0A1B1EGX0_VIBNA	EC:2.5.1.54
tr|A0A1B1EGX2|A0A1B1EGX2_VIBNA	EC:4.2.1.8
tr|A0A1B1EGX7|A0A1B1EGX7_VIBNA	EC:2.2.1.2
tr|A0A1B1EGY0|A0A1B1EGY0_VIBNA	EC:1.7.1.7
tr|A0A1B1EGY2|A0A1B1EGY2_VIBNA	EC:2.7.13.3
tr|A0A1B1EGY7|A0A1B1EGY7_VIBNA	EC:3.1.26.5
tr|A0A1B1EGZ9|A0A1B1EGZ9_VIBNA	EC:2.2.1.1
tr|A0A1B1EH48|A0A1B1EH48_VIBNA	EC:2.7.13.3
tr|A0A1B1EH97|A0A1B1EH97_VIBNA	EC:1.11.1.15
tr|A0A1B1EHA2|A0A1B1EHA2_VIBNA	EC:4.3.1.3
tr|A0A1B1EHA8|A0A1B1EHA8_VIBNA	EC:3.6.4.13
tr|A0A1B1EHC5|A0A1B1EHC5_VIBNA	EC:3.1.13.1
tr|A0A1B1EHI7|A0A1B1EHI7_VIBNA	EC:3.11.1.1
tr|A0A1B1EHJ3|A0A1B1EHJ3_VIBNA	EC:5.3.1.12
tr|A0A1B1EHL2|A0A1B1EHL2_VIBNA	EC:4.3.1.17
tr|A0A1B1EHP0|A0A1B1EHP0_VIBNA	EC:2.6.1.37
tr|A0A1B1EHP9|A0A1B1EHP9_VIBNA	EC:1.7.2.3
tr|A0A1B1EHQ3|A0A1B1EHQ3_VIBNA	EC:1.8.4.11
tr|A0A1B1EHS5|A0A1B1EHS5_VIBNA	EC:3.1.2.12
tr|A0A1B1EHV5|A0A1B1EHV5_VIBNA	EC:2.1.1.63
tr|A0A1B1EHZ0|A0A1B1EHZ0_VIBNA	EC:1.11.1.15
tr|A0A1B1EHZ4|A0A1B1EHZ4_VIBNA	EC:2.7.9.2
tr|A0A1B1EHZ9|A0A1B1EHZ9_VIBNA	EC:3.2.1.14
tr|A0A1B1EI15|A0A1B1EI15_VIBNA	EC:5.3.1.4
tr|A0A1B1EI33|A0A1B1EI33_VIBNA	EC:2.7.7.12
tr|A0A1B1EI58|A0A1B1EI58_VIBNA	EC:4.1.99.1
tr|A0A1B1EI67|A0A1B1EI67_VIBNA	EC:2.7.1.191
tr|A0A1B1EI75|A0A1B1EI75_VIBNA	EC:2.7.1.16
tr|A0A1B1EI98|A0A1B1EI98_VIBNA	EC:2.4.1.1
tr|A0A1B1EID5|A0A1B1EID5_VIBNA	EC:1.15.1.1
tr|A0A1B1EIE0|A0A1B1EIE0_VIBNA	EC:5.1.3.2
tr|A0A1B1EIG0|A0A1B1EIG0_VIBNA	EC:4.2.1.108
tr|A0A1B1EIG5|A0A1B1EIG5_VIBNA	EC:4.1.99.3
tr|A0A1B1EIR3|A0A1B1EIR3_VIBNA	EC:2.7.13.3
tr|A0A1B1EIT4|A0A1B1EIT4_VIBNA	EC:3.6.3.44
tr|A0A1B1EIW5|A0A1B1EIW5_VIBNA	EC:5.1.1.1
tr|A0A1B1EJ74|A0A1B1EJ74_VIBNA	EC:4.2.1.96
tr|A0A1B1EJ76|A0A1B1EJ76_VIBNA	EC:4.2.1.20
tr|A0A1B1EJ95|A0A1B1EJ95_VIBNA	EC:3.4.19.3
tr|A0A1B1EJG8|A0A1B1EJG8_VIBNA	EC:4.3.1.17
tr|A0A1B1EJH2|A0A1B1EJH2_VIBNA	EC:2.3.3.15
tr|A0A1B1EJH6|A0A1B1EJH6_VIBNA	EC:1.14.16.1
tr|A0A1B1EJK5|A0A1B1EJK5_VIBNA	EC:2.7.1.2
tr|A0A1B1EJM3|A0A1B1EJM3_VIBNA	EC:3.5.1.10
tr|A0A1B1EJP2|A0A1B1EJP2_VIBNA	EC:2.7.11.1
tr|A0A1B1EJP6|A0A1B1EJP6_VIBNA	EC:3.5.2.6
tr|A0A1B1EJS0|A0A1B1EJS0_VIBNA	EC:2.7.7.12
tr|A0A1B1EJV5|A0A1B1EJV5_VIBNA	EC:1.9.3.1
tr|A0A1B1EJW2|A0A1B1EJW2_VIBNA	EC:3.1.13.1
tr|A0A1B1EJY5|A0A1B1EJY5_VIBNA	EC:4.1.3.4
tr|A0A1B1EJZ4|A0A1B1EJZ4_VIBNA	EC:2.7.1.191
tr|A0A1B1EK07|A0A1B1EK07_VIBNA	EC:2.1.2.10
tr|A0A1B1EK27|A0A1B1EK27_VIBNA	EC:6.3.4.3
tr|A0A1B1EK36|A0A1B1EK36_VIBNA	EC:1.4.4.2
tr|A0A1B1EK60|A0A1B1EK60_VIBNA	EC:5.1.3.2
