rhea,rheaDir,metacyc
27638,27639,XANTHOSINEPHOSPHORY-RXN
27650,27651,URKI-RXN
27654,27655,ACETOOHBUTSYN-RXN
27662,27663,RXN0-5364
27666,27667,RXN0-310
27670,27671,RXN0-5408
27674,27675,DADPKIN-RXN
27678,27679,DCDPKIN-RXN
27682,27683,DTDPKIN-RXN
27686,27687,GDPKIN-RXN
27690,27691,DGDPKIN-RXN
27694,27695,DIHYDROXYMETVALDEHYDRAT-RXN
27710,27711,GUANOSINEKIN-RXN
27714,27715,RXN-7609
27718,27719,RXN-7607
27722,27723,RXN0-3521
27734,27735,RXN0-5409
27754,27755,GLYOXIII-RXN
27758,27759,GCVMULTI-RXN
27762,27763,RXN0-383
27770,27771,2-OCTAPRENYL-6-OHPHENOL-METHY-RXN
27774,27775,2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN
27778,27779,3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
27782,27783,4OHBENZOATE-OCTAPRENYLTRANSFER-RXN
27786,27787,2OXOGLUTARATEDEH-RXN
27790,27791,2-OCTAPRENYLPHENOL-HYDROX-RXN
27798,27799,RXN-8992
27834,27836,R601-RXN
29215,29216,R601-RXN
27846,27847,RXN-10040
27858,27859,RXN-14064
27866,27867,RXN0-5216
27878,27879,RXN-14091
27882,27883,RXN-14112
27886,27887,RXN-14113
27890,27891,RXN-14115
27894,27895,RXN-14522
27898,27899,RXN-14126
27914,27915,RXN0-3543
27958,27959,RXN0-361
27966,27967,RXN0-5507
27970,27971,RXN0-5183
27982,27983,RXN-12093
27986,27988,RXN0-4281
27990,27991,RXN0-382
27994,27995,RXN0-363
28006,28007,RXN0-301
28018,28019,RXN0-1661
28022,28023,RXN-5741
28026,28028,UDPREDUCT-RXN
28030,28032,GDPREDUCT-RXN
28038,28040,CDPREDUCT-RXN
28042,28043,PYRUVDEH-RXN
28046,28047,PTAALT-RXN
28050,28051,RXN-5822
28054,28055,KETOBUTFORMLY-RXN
28062,28063,KDOTRANS2-RXN
28066,28067,KDOTRANS-RXN
28070,28071,HEMEOSYN-RXN
28090,28091,GLCNACPTRANS-RXN
28094,28095,UNDECAPRENYL-DIPHOSPHATASE-RXN
28098,28099,GDPPYPHOSKIN-RXN
28102,28103,GDPMANMANHYDRO-RXN
28150,28151,SPERMACTRAN-RXN
28162,28163,CYTIDINEKIN-RXN
28186,28187,AMACETOXID-RXN
28190,28191,ADDALT-RXN
28206,28207,DURIDKI-RXN
28222,28223,RXN0-704
28270,28271,RXN0-7165
28330,28331,RXN0-5073
28334,28335,RXN0-384
28342,28343,RXN0-1602
28362,28363,RXN0-385
28366,28367,UDPMANACATRANS-RXN
28370,28372,PEPCARBOX-RXN
28374,28375,UDP-NACMURALGLDAPAALIG-RXN
28378,28379,RXN0-962
28386,28387,PHOSNACMURPENTATRANS-RXN
28398,28399,RXN0-961
28402,28403,RXN0-5118
28406,28407,RXN0-5074
28410,28411,RXN0-3922
42340,42341,RXN0-3922
28414,28415,RXN0-3921
28418,28419,RXN0-3601
28426,28427,RXN0-304
28434,28435,MYRPALMTRAN-RXN
28438,28439,MYRISTOYLACYLTRAN-RXN
28442,28443,LAUROYLACYLTRAN-RXN
28446,28448,TRANS-RXN0-448
28450,28452,TRANS-RXN0-418
28454,28456,TRANS-RXN0-417
28458,28460,TRANS-RXN0-240
28462,28464,TRANS-RXN0-214
28466,28468,TRANS-RXN0-213
28470,28472,TRANS-RXN0-205
28486,28488,TRANS-RXN-8
28490,28492,TRANS-RXN-3
28494,28496,DIMESULFREDUCT-RXN
29207,29208,DIMESULFREDUCT-RXN
28510,28511,RXN0-5295
28514,28515,LCARNCOALIG-RXN
28518,28519,RXN0-4361
28530,28531,XMPXAN-RXN
28534,28535,RXN0-5107
28538,28539,RXN0-5061
28570,28571,ENTF-RXN
28578,28580,TRANS-RXN-141A
28582,28583,DUDPKIN-RXN
28610,28611,RXN0-1603
28659,28660,BETAGALACTOSID-RXN
28663,28664,ALPHAGALACTOSID-RXN
28667,28668,RXN-8632
28671,28672,COBALADENOSYLTRANS-RXN
28679,28680,DHHB-METHYLTRANSFER-RXN
28699,28701,RXN0-16
28707,28709,RXN0-10
28727,28728,TRANS-RXN0-280
28739,28740,TRANS-RXN0-244
28743,28745,TRANS-RXN0-239
28747,28749,TRANS-RXN0-206
28755,28756,RXN0-5260
28759,28760,FUC4NACTRANS-RXN
28783,28784,RXN-6622
28795,28797,RXN0-6555
28803,28804,RXN0-5214
28811,28813,TRANS-RXN0-235
28839,28840,TRANS-RXN0-200
28911,28913,TRANS-RXN-58
28983,28985,TRANS-RXN-137
28991,28993,RXN0-0
29023,29025,TRANS-RXN-20
29035,29036,ABC-13-RXN
29039,29040,TRANS-RXN0-222
29047,29048,RXN0-5256
29063,29064,FORMATEDEHYDROG-RXN
29119,29120,RXN0-6369
29127,29128,RXN-16471
29135,29136,RXN0-3501
29171,29173,RXN-20148
29219,29220,RXN-15740
29231,29233,TRANS-RXN-14
29271,29272,RXN0-5264
29279,29280,RXN0-5264
29319,29320,RXN-14160
29343,29345,TRANS-RXN-106A
29351,29353,RXN0-12
29355,29356,RXN-14143
29359,29360,RXN-14025
29363,29364,RXN0-5292
29367,29368,RXN-14026
29371,29372,RXN-14161
29375,29376,AMP-DEPHOSPHORYLATION-RXN
29379,29380,RXN-14142
29387,29388,RXN-12195
29395,29396,RXN-14139
29399,29400,RXN0-6382
29403,29404,OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN
29407,29408,2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN
29419,29420,TRANS-RXN-101
29427,29428,TRANS-RXN-100
29455,29456,TRANS-RXN0-495
29563,29564,RXN0-2361
29655,29656,RXN0-1924
29659,29660,RXN0-1923
29703,29704,TRANS-RXN0-269
29715,29716,RXN-13418
29723,29725,RXN0-1982
29731,29733,RXN0-1741
29743,29745,TRANS-RXN0-284
29747,29749,TRANS-RXN0-282
29751,29753,TRANS-RXN0-281
29755,29757,TRANS-RXN0-278
29759,29761,TRANS-RXN0-272
29763,29764,TRANS-RXN0-268
29767,29768,TRANS-RXN0-202
29771,29772,RXN-22326
29779,29780,RXN0-4522
29783,29784,RXN0-3
32795,32796,RXN0-3
29787,29788,RXN0-21
29791,29792,RXN0-11
29795,29796,ABC-63-RXN
29799,29800,ABC-42-RXN
29803,29804,ABC-36-RXN
29807,29808,ABC-35-RXN
29811,29812,ABC-32-RXN
29815,29816,ABC-26-RXN
29819,29820,ABC-15-RXN
29827,29829,TRANS-RXN-141
29831,29833,TRANS-RXN-141B
29839,29841,RXN0-7021
29859,29860,RXN0-6550
29871,29872,ABC-7-RXN
29875,29876,RXN-14136
29879,29880,ABC-4-RXN
29883,29884,ABC-37-RXN
29887,29888,ABC-3-RXN
29891,29892,ABC-14-RXN
29895,29896,ABC-12-RXN
29899,29900,ABC-33-RXN
29903,29904,ABC-28-RXN
29907,29908,RXN-14073
29915,29916,RXN0-5120
29919,29920,RXN0-5121
29923,29924,RXN0-5122
29931,29932,RXN0-5123
29935,29937,TRANS-RXN-116
29959,29960,RXN0-5124
29979,29981,TRANS-RXN-108C
29995,29996,ABC-25-RXN
29999,30000,ABC-24-RXN
30003,30004,RXN0-5125
30007,30008,ABC-2-RXN
30011,30012,ABC-18-RXN
60156,60157,ABC-18-RXN
30015,30016,RXN0-5126
30019,30020,RXN0-5127
30043,30044,RXN-9772
30055,30056,RXN-16000
30063,30064,ADOMET-DMK-METHYLTRANSFER-RXN
30083,30084,RXN0-2945
30099,30100,DMK-RXN
30111,30112,RXN-20025
30119,30120,3.1.2.21-RXN
30147,30148,RXN-8506
30183,30184,RXN0-5229
30187,30188,DIHYDROOROTATE-DEHYDROGENASE-RXN
30235,30236,RXN-14116
30251,30252,RXN0-5268
30263,30264,RXN-3521
30267,30268,RXN-3523
30275,30276,RXN-8667
30299,30300,RXN-12353
30367,30368,RXN-8770
30571,30572,ENTMULTI-RXN
30755,30756,RXN-14196
30815,30816,RXN-5841
31115,31116,RXN0-7192
31331,31332,RXN-8344
31335,31336,RXN0-6254
31443,31444,RXN0-6541
31451,31452,CARDIOLIPSYN-RXN
31575,31576,RXN-11396
31583,31584,RXN0-6957
31587,31588,RXN0-6444
31595,31596,RXN-12896
31599,31600,RXN-12886
31603,31604,RXN0-6460
32063,32064,RXN-12816
32155,32156,RXN0-1342
32159,32160,RXN-12104
32215,32216,RXN-12752
32223,32224,RXN0-6727
32227,32228,RXN-13142
32235,32236,RXN-13141
32271,32272,RXN-13158
32275,32276,RXN-13179
32459,32460,RXN-13403
32675,32676,TREHALA-RXN
32747,32749,TRANS-RXN0-476
32783,32784,TRANS-RXN-283
32807,32809,TRANS-RXN-496
33055,33056,RXN0-6427
33163,33165,TRANS-RXN0-481
33239,33240,RXN-14249
33307,33308,RXN0-2522
33363,33364,TRANS-RXN-156
33367,33368,TRANS-RXN-157
33371,33372,TRANS-RXN-168
33387,33388,RXN0-5217
33399,33400,RXN0-17
33423,33424,TRANS-RXN-155B
33751,33752,PGPPHOSPHA-RXN
33763,33764,TRANSENOYLCOARED-RXN
33799,33800,HISTOLDEHYD-RXN
33803,33804,HISTALDEHYD-RXN
34079,34081,RXN0-5223
34243,34244,RXN0-262
34443,34444,TDPFUCACTRANS-RXN
34539,34540,RXN0-6576
34767,34768,RXN-6321
34799,34801,RXN0-6512
34811,34813,RXN0-6677
34819,34821,RXN0-6676
34843,34844,RXN0-6368
34847,34848,RXN0-6367
34871,34873,TRANS-RXN0-459
34875,34876,RXN0-6511
34883,34884,TRANS-RXN0-478
34895,34896,TRANS-RXN0-479
34903,34904,RXN-12864
34935,34936,RXN0-5208
34943,34944,TRANS-RXN-1531
34947,34948,RXN0-6452
34955,34956,TRANS-RXN0-461
35047,35048,RXN-21563
35063,35064,PYRAZIN-RXN
35071,35072,TRANS-RXN0-500
35083,35084,RXN0-7001
35087,35088,RXN0-7002
35155,35156,RXN-10015
35159,35160,RXN-10017
35323,35325,RXN-14014
35331,35333,RXN-14014
35371,35372,RXN0-2001
35495,35496,RXN0-5040
35523,35524,RXN0-5101
35543,35544,RXN0-6562
35587,35588,RXN0-5187
35603,35604,RXN0-5186
35615,35617,RXN0-5213
36163,36164,NICOTINATEPRIBOSYLTRANS-RXN
36167,36168,RXN0-3741
36339,36340,RXN-14480
36799,36800,NUCLEOSIDE-DIPHOSPHATASE-RXN
64920,64921,NUCLEOSIDE-DIPHOSPHATASE-RXN
36899,36900,RXN-12458
37063,37064,RXN-14481
37067,37068,RXN0-5063
37087,37088,RXN0-6366
37351,37352,RXN-14511
37359,37360,TRANS-RXN-167A
37743,37744,RXN-16937
38867,38868,RXN-11833
38871,38872,RXN-11834
38875,38876,RXN-11835
39967,39968,RXN-15121
39975,39976,RXN-15123
40439,40440,RXN-15296
40443,40444,RXN-15297
40511,40513,RXN-15299
40515,40516,RXN-15298
40527,40528,RXN0-5266
40663,40664,RXN-15125
40667,40668,RXN-15124
40671,40672,RXN-15127
40675,40676,RXN-15122
41556,41557,RXN0-7090
41808,41809,4.2.1.58-RXN
41820,41821,RXN-9516
41828,41829,RXN-9520
41836,41837,RXN-9523
41852,41853,RXN-9527
41860,41861,RXN-9655
41868,41869,RXN-9531
41876,41877,RXN-9533
41884,41885,RXN-9535
41892,41893,RXN-9537
41900,41901,RXN-9539
41916,41917,RXN-9632
41932,41933,RXN-9549
42288,42289,RXN-11484
42296,42297,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN
42300,42301,RXN-10462
42436,42437,RXN0-2461
42452,42453,RXN-10720
42484,42485,TRANS-RXN-169
42520,42521,RXN-11836
42524,42525,RXN-11837
42528,42529,RXN-11838
42532,42533,RXN-11839
42536,42537,RXN-11840
42540,42541,RXN-11841
42544,42545,RXN-11842
42548,42549,RXN-11843
42580,42581,RXN0-2161
42620,42621,RXN-12895
42624,42625,RXN-12894
42628,42629,RXN-11600
42700,42701,RXN-11483
42708,42709,TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
42712,42713,TRNA-URACIL-5--METHYLTRANSFERASE-RXN
42716,42717,RXN0-2281
42720,42721,RXN-11845
42732,42733,RXN-11578
42736,42737,RXN-11576
42740,42741,RXN-11574
42744,42745,RXN-11635
42748,42749,RXN-11591
42752,42753,RXN-11592
42756,42757,RXN-11593
42780,42781,RXN-11634
42788,42789,RXN-11589
42896,42897,RXN-14992
42900,42901,RXN-11573
42908,42909,RXN-11601
42912,42913,RXN-11602
42916,42917,RXN-11586
43332,43333,RXN-11586
42920,42921,RXN-11598
42924,42925,RXN-11637
42928,42929,RXN-11638
42932,42933,RXN-11866
42936,42937,RXN-11867
42972,42973,RXN0-7012
43008,43009,RXN-15581
43020,43021,RXN-15131
43036,43037,RXN-15129
43084,43085,RXN-11860
43088,43089,RXN-11865
43108,43110,RXN-12130
43160,43161,RXN-12480
43220,43221,RXN0-6731
43340,43341,RXN-9788
43344,43345,RXN-9789
43524,43525,RXN-16001
43604,43606,RXN-15878
43616,43617,RXN-11361
43620,43621,RXN-16003
43624,43625,RXN-16002
43636,43637,RXN0-7078
43716,43717,GSDEADENYLATION-RXN
43736,43737,RXN0-6998
43744,43745,RXN-1961
43752,43753,RXN-18434
43756,43757,2.3.1.128-RXN
43760,43761,RXN0-5231
43772,43773,RXN0-6950
43788,43789,RXN0-5418
43892,43893,RXN-12588
44012,44013,PALMITOTRANS-RXN
44360,44361,RXN-15216
44368,44369,RXN0-3381
44372,44373,RXN0-3381
44736,44738,RXN-15943
44900,44901,GALACTONOLACTONASE-RXN
44904,44905,RXN-15312
45020,45021,RXN0-1241
45184,45185,RXN-17900
45468,45469,RXN-16281
45816,45817,L-LACTDEHYDROGFMN-RXN
45948,45949,RXN0-7160
45996,45997,RXN-11193
46012,46013,MALATE-DEHYDROGENASE-ACCEPTOR-RXN
46228,46229,RXN-15889
46744,46745,RXN-16909
46748,46749,RXN-16910
46864,46865,RXN0-1842
46908,46909,RXN0-4581
47720,47721,RXN0-6708
47724,47725,RXN-19024
47844,47845,RXN-12611
47992,47994,TRANS-RXN0-277
48228,48229,RXN-17363
48404,48405,ENTDB-RXN
48600,48601,RXN-16381
48604,48605,RXN0-6442
48612,48613,RXN-12473
48868,48869,RXN0-4401
49232,49233,TRANS-RXN-165
49240,49241,TRANS-RXN-167
49248,49249,TRANS-RXN-161
49252,49253,TRANS-RXN-158
49252,49253,TRANS-RXN0-582
49288,49289,RXN-17127
49452,49453,RXN-17700
49576,49577,RXN-8340
49580,49581,RXN-17809
50416,50417,RXN-17846
50756,50758,FLAVONADPREDUCT-RXN
51220,51221,GST-RXN
51292,51294,RXN-17652
51296,51298,RXN-17663
51428,51429,RXN0-7014
51432,51433,RXN-17960
51476,51477,RIBONUCLEOSIDE-TRIP-REDUCT-RXN
51584,51586,CROBETREDUCT-RXN
51616,51617,RXN0-745
51620,51621,RXN0-723
51624,51625,RXN0-746
51628,51629,RXN0-724
51664,51665,RXN0-275
51672,51673,RXN0-7173
51692,51693,RXN0-7066
51728,51729,RXN0-7249
51904,51905,FORMYLTHFGLUSYNTH-RXN
52848,52849,RXN0-7067
53428,53429,RXN-17824
53708,53710,DIENOYLCOAREDUCT-RXN
54080,54081,RXN0-7167
54368,54369,RXN0-2022
54728,54729,RXN0-5055
55040,55041,2.3.1.179-RXN
55044,55045,RXN0-5390
55636,55637,RXN0-6435
55640,55641,RXN-15915
55644,55645,RXN-17943
55684,55685,RXN-22713
55872,55874,RXN0-5375
56136,56137,PEROXID-RXN
56296,56297,RXN-18702
56300,56301,RXN-18703
56324,56325,RXN-17823
56712,56713,RXN0-20
56788,56789,RXN-19340
56792,56793,RXN-19334
56796,56797,RXN-19335
56816,56817,RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN
57048,57049,TRNA-S-TRANSFERASE-RXN
57060,57061,RXN0-7013
57176,57177,RXN-17629
57180,57181,RXN-17631
57184,57185,RXN-17633
57360,57361,RXN-12754
57364,57365,RXN-12753
57408,57410,RXN-7632
57704,57706,RXN-7632
57688,57689,RXN-19342
57696,57697,RXN-19343
58488,58489,RXN-18258
58492,58493,ABC-10-RXN
58500,58501,RXN-18376
58664,58665,RXN0-7319
58744,58745,RXN0-7079
58912,58913,ABC-9-RXN
59244,59245,RXN-19911
59256,59257,RXN0-6938
59260,59261,RXN-20023
59264,59265,RXN-20024
60172,60173,RXN-20756
60176,60177,RXN-20757
60384,60385,RXN-14477
60556,60557,RXN0-7253
61624,61625,RXN0-7317
61632,61633,RXN0-7318
61704,61705,RXN-19474
61708,61709,RXN-15890
61720,61721,RXN-20680
61724,61726,RXN-20682
62168,62169,RXN-12543
62360,62361,RXN-20707
62576,62577,TRANS-RXN0-593
62580,62581,TRANS-RXN-290
62620,62621,1.11.1.15-RXN
62628,62629,R4-RXN
62932,62933,RXN-21270
63496,63497,RXN0-5141
63640,63641,RXN-22964
63680,63681,RXN1ZN3-9
63684,63685,RXN1ZN3-10
64872,64873,DARABALDOL-RXN
65204,65205,RXN-14255
65208,65209,RXN-14251
65952,65953,RXN0-6722
66592,66593,4.2.99.18-RXN
66848,66849,R170-RXN
67616,67617,RXN-11397
67796,67797,RXN-19924
68052,68053,3.1.27.5-RXN
68056,68057,RXN-17911
68076,68077,RXN-17905
68080,68081,RXN0-6566
68084,68085,RXN-17935
68088,68089,RXN-17936
68092,68093,RXN-17910
68264,68266,RXN-2881
68308,68309,RXN-10940
68312,68313,RXN-17495
68316,68317,RXN-17489
68320,68321,RXN-17490
68324,68325,RXN-17493
69404,69405,TRANS-RXN0-560
69695,69696,NADH-DEHYDROGENASE-QUINONE-RXN
70027,70028,RXN0-7114
70299,70300,RXN-21400
70419,70420,RXN0-5065
70427,70428,RXN0-7104
70435,70436,RXN-18738
70439,70440,RXN-18738
70443,70444,RXN-18737
70447,70448,RXN-18737
70451,70452,RXN0-986
70463,70464,RXN0-7275
70507,70508,RXN0-7309
70727,70728,RXN-17701
70935,70936,TRANS-RXN0-569
71195,71196,TRANS-RXN-346
71827,71829,TRANS-RXN0-550
72531,72532,TRANS-RXN0-541
72683,72684,TRANS-RXN0-527
74091,74092,RXN-22461
74099,74100,RXN-22462
76211,76212,TRANS-RXN0-565
76255,76256,RXN-21279
76407,76408,3.4.13.9-RXN
76519,76520,RXN-13031
78523,78524,RXN0-7368
78615,78616,RXN-22679
78619,78620,RXN-23898
78683,78684,RXN0-5510
78687,78688,RXN-24141
79031,79032,RXN-24142
79035,79036,RXN-24143
81467,81468,RXN-20429
81675,81676,RXN-24716
81683,81684,RXN-24717
81691,81692,RXN-24718
10164,10167,2PGADEHYDRAT-RXN
10228,10231,ACONITATEDEHYDR-RXN
10264,10267,ALDOSE-1-EPIMERASE-RXN
10272,10275,DIACYLGLYKIN-RXN
10300,10303,GAPOXNPHOSPHN-RXN
10304,10307,ACYLGPEACYLTRANS-RXN
10336,10339,RXN-14047
10368,10371,RFFTRANS-RXN
10380,10383,OROPRIBTRANS-RXN
10508,10511,1TRANSKETO-RXN
22096,22099,2.7.7.8-RXN
10736,10739,ALCOHOL-DEHYDROG-GENERIC-RXN
10676,10679,RXN-13163
10748,10751,RXN0-5224
10844,10847,PYROXALTRANSAM-RXN
10892,10895,3-ISOPROPYLMALDEHYDROG-RXN
11140,11143,PHOSMANMUT-RXN
11352,11355,ACETATEKIN-RXN
11612,11615,GLUTDEHYD-RXN
11632,11635,SELENOCYSTEINE-LYASE-RXN
11692,11695,PYRNUTRANSHYDROGEN-RXN
11708,11711,IMP-DEHYDROG-RXN
11816,11819,PGLUCISOM-RXN
11824,11827,3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
11864,11867,1.5.8.2-RXN
56856,56859,CARBOXYLATE-REDUCTASE-RXN
11952,11955,RXN0-305
12172,12175,GLUCOSAMINE-6-P-DEAMIN-RXN
12268,12271,PUTTRANSAM-RXN
12276,12279,RXN0-2301
12356,12359,MANNPISOM-RXN
12460,12463,FUMHYDR-RXN
12593,12596,PHOSPHAGLYPSYN-RXN
12641,12644,PGLYCDEHYDROG-RXN
12765,12768,PYRUFLAVREDUCT-RXN
12813,12816,GLUTRACE-RXN
12821,12824,DEOXYRIBOSE-P-ALD-RXN
12973,12976,ADENYL-KIN-RXN
13049,13052,GLUCUROISOM-RXN
13233,13236,RXN0-5199
19805,19808,PNP-RXN
13245,13248,ISOCIT-CLEAV-RXN
13429,13432,2.7.7.60-RXN
13677,13680,RIBULP3EPIM-RXN
13717,13720,DXPREDISOM-RXN
13769,13772,GLYCDEH-RXN
13849,13852,DARABISOM-RXN
13989,13992,GALACTURIDYLYLTRANS-RXN
14081,14084,RXN0-2381
17533,17536,2.6.1.57-RXN
14269,14272,QOR-RXN
14329,14332,PSERTRANSAM-RXN
14657,14660,RIB5PISOM-RXN
14717,14720,DAHPSYN-RXN
14729,14732,F16ALDOLASE-RXN
14801,14804,PHOSGLYPHOS-RXN
14821,14824,ARABISOM-RXN
14829,14832,ACSERLY-RXN
15045,15048,RXN-8629
15053,15056,GART-RXN
15093,15096,TYROSINE-AMINOTRANSFERASE-RXN
15137,15140,1.1.1.251-RXN
15209,15212,TARTRATE-DEHYDROGENASE-RXN
15393,15396,DIAMINOPIMEPIM-RXN
15481,15484,GLYOHMETRANS-RXN
15609,15612,PRPPSYN-RXN
15713,15716,GALACTOACETYLTRAN-RXN
15729,15732,MANNONOXIDOREDUCT-RXN
15877,15880,PYRDAMPTRANS-RXN
15901,15904,3PGAREARR-RXN
15933,15936,LACTALDREDUCT-RXN
16021,16024,OXALOACETATE-TAUTOMERASE-RXN
16037,16040,THYM-PHOSPH-RXN
16237,16240,PEPTIDYLPROLYL-ISOMERASE-RXN
16249,16252,GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN
16293,16296,3-ISOPROPYLMALISOM-RXN
16545,16548,RXN0-1382
16573,16576,PSERTRANSAMPYR-RXN
16601,16604,ASPARTASE-RXN
16809,16812,METHYLISOCITRATE-LYASE-RXN
16861,16864,DAPASYN-RXN
16913,16916,PHOSPHASERSYN-RXN
16953,16956,SUCCORNTRANSAM-RXN
17053,17056,TRANSALDOL-RXN
17213,17216,UDPGLCNACEPIM-RXN
17233,17236,FUCISOM-RXN
17237,17240,FADSYN-RXN
17265,17268,ACONITATE-DELTA-ISOMERASE-RXN
17433,17436,CHD-RXN
17473,17476,GTP-CYCLOHYDRO-I-RXN
17661,17664,SUCCCOASYN-RXN
17813,17816,ALTRO-OXIDOREDUCT-RXN
17849,17852,3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN
17941,17944,4.2.1.99-RXN
18133,18136,SULFATE-ADENYLYLTRANS-RXN
18189,18192,GLYCOGENSYN-RXN
18217,18220,DIAMTRANSAM-RXN
18289,18292,D--TARTRATE-DEHYDRATASE-RXN
18321,18324,BRANCHED-CHAINAMINOTRANSFERLEU-RXN
18337,18340,RXN0-5398
18445,18448,IMPCYCLOHYDROLASE-RXN
18473,18476,ATPPHOSPHORIBOSYLTRANS-RXN
18585,18588,TRIOSEPISOMERIZATION-RXN
18793,18796,PPENTOMUT-RXN
18845,18848,RXN0-5289
18965,18968,UROGENIIISYN-RXN
18981,18984,1.1.1.168-RXN
18985,18988,ISOCHORSYN-RXN
19157,19160,XYLONATE-DEHYDRATASE-RXN
19381,19384,RXN-8642
19453,19456,ALANINE-AMINOTRANSFERASE-RXN
19513,19516,ORNCARBAMTRANSFER-RXN
19521,19524,PHOSACETYLTRANS-RXN
19573,19576,POLYPHOSPHATE-KINASE-RXN
19629,19632,ISOCITDEH-RXN
19661,19664,MANNPDEHYDROG-RXN
19689,19692,RHAMNULPALDOL-RXN
19837,19840,SORB6PDEHYDROG-RXN
20109,20112,RXN0-1401
20113,20116,BETA-PHOSPHOGLUCOMUTASE-RXN
20189,20192,DIHYDROURACIL-DEHYDROGENASE-NAD%2b-RXN
20249,20252,ALARACECAT-RXN
20277,20280,2.3.1.118-RXN
20553,20556,METHYLMALONYL-COA-EPIM-RXN
20609,20612,4.1.2.28-RXN
20736,20739,AKBLIG-RXN
20780,20783,GUANYL-KIN-RXN
20964,20967,2.6.1.7-RXN
21036,21039,ACETYL-COA-ACETYLTRANSFER-RXN
21096,21099,3-DEHYDROQUINATE-DEHYDRATASE-RXN
21196,21199,HOMOCYSMET-RXN
21256,21259,2.5.1.19-RXN
21432,21435,MALATE-DEH-RXN
21588,21591,N-ACETYLGLUTPREDUCT-RXN
21712,21715,PHENYLSERINE-ALDOLASE-RXN
21796,21799,DTDPDEHYRHAMREDUCT-RXN
21824,21827,ASPAMINOTRANS-RXN
22068,22071,ACETOLACTREDUCTOISOM-RXN
22144,22147,ACONITATEHYDR-RXN
22168,22171,UDPGLUCEPIM-RXN
22192,22195,AICARTRANSFORM-RXN
22368,22371,RIBULPEPIM-RXN
22584,22587,PROTOHEMEFERROCHELAT-RXN
22588,22591,RXN-6423
22624,22627,MHPELY-RXN
22812,22815,METHYLENETHFDEHYDROG-NADP-RXN
22816,22819,XYLISOM-RXN
22824,22827,URA-PHOSPH-RXN
31763,31766,R15-RXN
22888,22891,METHYLMALONYL-COA-MUT-RXN
22912,22915,VALINE-PYRUVATE-AMINOTRANSFER-RXN
23104,23107,DARAB5PISOM-RXN
23148,23151,PROPKIN-RXN
23160,23163,RHAMNISOM-RXN
23284,23287,IPPISOM-RXN
23288,23291,ACETALD-DEHYDROG-RXN
23352,23355,GABATRANSAM-RXN
23424,23427,5.4.2.10-RXN
23536,23539,PHOSPHOGLUCMUT-RXN
23568,23571,5.3.3.14-RXN
23700,23703,METHENYLTHFCYCLOHYDRO-RXN
23716,23719,RXN-7931
23744,23747,HISTAMINOTRANS-RXN
23880,23883,2.7.3.9-RXN
23896,23899,5.3.1.17-RXN
23904,23907,GAMMA-GLUTAMYLTRANSFERASE-RXN
24020,24023,ARGSUCCINLYA-RXN
24132,24135,GALPMUT-RXN
24164,24167,1.8.4.12-RXN
24232,24235,1.1.1.127-RXN
24284,24287,ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
24292,24295,N-ACETYLTRANSFER-RXN
24296,24299,DIHYDROOROT-RXN
24304,24307,GCVP-RXN
24388,24391,URPHOS-RXN
24464,24467,DEHYDDEOXPHOSGALACT-ALDOL-RXN
24710,24713,RXN0-1863
24789,24792,MHPCHYDROL-RXN
24797,24800,RXN-4821
24801,24804,BRANCHED-CHAINAMINOTRANSFERILEU-RXN
24813,24816,BRANCHED-CHAINAMINOTRANSFERVAL-RXN
26410,26413,RXN0-4641
25152,25155,RXN-10814
25257,25260,NANE-RXN
25290,25293,ALCOHOL-DEHYDROG-RXN
25432,25435,RXN0-5304
25580,25583,RXN0-5298
25584,25587,RXN0-5306
25588,25591,RXN-9951
25780,25783,UDPMANNACADEHYDROG-RXN
26152,26155,LUMAZINESYN-RXN
27626,27629,2TRANSKETO-RXN
27630,27633,GLYCOLALDREDUCT-RXN
27642,27645,ADENPHOSPHOR-RXN
27646,27649,INOPHOSPHOR-RXN
27658,27661,D-PPENTOMUT-RXN
27702,27705,GALACTUROISOM-RXN
27726,27729,KDGALDOL-RXN
27738,27741,DEOXYGUANPHOSPHOR-RXN
27742,27745,DEOXYADENPHOSPHOR-RXN
27750,27753,DEOXYINOPHOSPHOR-RXN
27806,27809,ACETOACETYL-COA-TRANSFER-RXN
27814,27817,RXN0-1981
27978,27981,RXN0-5108
27998,28001,RXN0-3542
28002,28005,RXN0-313
28010,28013,RXN0-268
28034,28037,ADPREDUCT-RXN
28058,28061,LYXISOM-RXN
28106,28109,1.1.1.251-RXN
28234,28237,SPONTPRO-RXN
28278,28281,RXN0-279
28338,28341,CARNDETRU-RXN
28346,28349,H2NTPEPIM-RXN
28382,28385,RXN0-963
