rhea,name
14729,"beta-D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)"
30075,cytidine-5'-monophosphate phosphoribohydrolase
27646,inosine:phosphate alpha-D-ribosyltransferase
27626,sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase
19317,5-amino-1-(5-phospho-D-ribosyl)imidazole:carbon-dioxide ligase (ADP-forming)
14829,"O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (reducing, L-cysteine-forming)"
29379,2'-deoxyguanosine 5'-monophosphate phosphohydrolase
22008,succinyl-CoA:L-homoserine O-succinyltransferase
19865,uroporphyrinogen-III carboxy-lyase
20373,ATP:propanoate adenylyltransferase
18585,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
17185,inosine-5'-phosphate:NADP+ oxidoreductase (aminating)
20605,cytosine aminohydrolase
28206,ATP:deoxyuridine 5'-phosphotransferase
27678,ATP:dCDP phosphotransferase
31207,"hexanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"
41804,(3R)-3-hydroxybutanoyl-[acyl-carrier protein]:NADP+ oxidoreductase
30775,pyridoxamine:oxygen oxidoreductase (deaminating)
12605,1-deoxy-D-xylulose-5-phosphate pyruvate-lyase (carboxylating)
20557,urea amidohydrolase
14089,glycine:2-oxoglutarate aminotransferase
76647,(3S)-3-hydroxyacyl-CoA hydro-lyase
28038,2'-deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase
21360,ATP:nicotinamide-nucleotide adenylyltransferase
22332,(R)-2-methylmalate hydro-lyase (2-methylmaleate-forming)
15149,pyridoxine 5'-phosphate:oxygen oxidoreductase
22024,trimethylamine:cytochrome c oxidoreductase
11672,chorismate:L-glutamine aminotransferase
27738,deoxyguanosine:orthophosphate ribosyltransferase
11740,glutathione:NADP+ oxidoreductase
15449,"homogentisate:oxygen 1,2-oxidoreductase (decyclizing)"
25876,L-aspartate:oxygen oxidoreductase
10380,orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase
23780,"propanoyl-CoA:oxaloacetate C-propanoyltransferase (thioester-hydrolysing, 1-carboxyethyl-forming)"
14817,4-maleylacetoacetate cis-trans-isomerase
12080,acetyl-CoA:malonyl-[acyl-carrier protein] C-acetyltransferase (decarboxylating)
13753,L-glutamate:NAD+ oxidoreductase (transaminating)
11844,acetyl-CoA:formate C-acetyltransferase
15185,succinyl-CoA:L-arginine N2-succinyltransferase
11768,N-(5-phospho-D-ribosyl)anthranilate:pyrophosphate phosphoribosyl-transferase
31075,(S)-3-hydroxydodecanoyl-CoA hydro-lyase
26152,5-amino-6-(D-ribitylamino)uracil butanedionetransferase
11960,"N-succinyl-L-2,6-diaminoheptanedioate:2-oxoglutarate amino-transferase"
19981,S-(hydroxymethyl)glutathione dehydrogenase
33791,sucrose 6-phosphate fructohydrolase
17105,S-adenosyl-L-methionine:malonyl-[acyl-carrier protein] O-methyltransferase
18245,ATP:dephospho-CoA 3'-phosphotransferase
11528,"ATP:cob(I)yrinic acid-a,c-diamide Cobeta-adenosyltransferase"
16853,"N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)"
23700,"5,10-methenyltetrahydrofolate 5-hydrolase (decyclizing)"
21588,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphrylating)
30187,(S)-dihydroorotate:quinone oxidoreductase
34111,carboxyspermidine:NADP+ oxidoreductase
33023,6-phospho-D-gluconate:NAD+ 2-oxidoreductase (decarboxylating)
11160,"L-2,4-diaminobutyrate:2-oxoglutarate 4-aminotransferase"
15837,"L-glutamate:methylamine 1,3-dicarboxypropyltransferase (N-methyl-L-glutamate-forming)"
32715,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase"
15469,N-(5'-phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase
11148,Fe(II):oxygen oxidoreductase
19169,L-serine ammonia-lyase
27694,"(R)-2,3-dihydroxy-3-methylpentanoate hydro-lyase"
29395,uridine triphosphate pyrophosphohydrolase
27654,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating)
11040,D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate hydro-lyase
27882,"2',3'-cyclic CMP 3'-nucleotidohydrolase"
23560,adenosylcobinamide-GDP:alpha-ribazole adenosylcobinamide-phosphotransferase
23284,isopentenyl-diphosphate Delta3-Delta2-isomerase
34099,carboxynorspermidine carboxy-lyase (norspermidine-forming)
12933,L-fuculose-1-phosphate lactaldehyde-lyase
17845,5-amino-6-(5-phosphoribitylamino)uracil:NADP+ 1'-oxidoreductase
22964,L-ornithine carboxy-lyase (putrescine-forming)
51468,(R)-lactate:NAD+ oxidoreductase
17089,2-dehydro-3-deoxy-6-phospho-D-gluconate D-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)
25888,glycerone phosphate:iminosuccinate alkyltransferase (cyclizing)
24400,ATP:UMP phosphotransferase
21760,(R)-3-hydroxybutanoyl-CoA:NADP+ oxidoreductase
30795,2-oxoadipate dehydrogenase complex
41872,(3R)-3-hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase
22584,protoheme ferro-lyase (protoporphyrin-forming)
17473,formamidopyrimidine nucleoside triphosphate amidohydrolase
16601,L-aspartate ammonia-lyase (fumarate-forming)
13633,glutamate putrescine ligase
24801,L-isoleucine:2-oxoglutarate aminotransferase
34191,"(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate fumarylhydrolase"
17325,"succinyl-CoA:2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
13213,succinate-semialdehyde:NADP+ oxidoreductase
14545,nicotinamide amidohydrolase
41808,(3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase
28342,2'-deoxyinosine-5'-triphosphate pyrophosphohydrolase
28370,phosphate:oxaloacetate carboxy-lyase (adding phosphatephosphoenolpyruvate-forming)
25290,primary_alcohol:NAD+ oxidoreductase
19909,(S)-lactate:ferricytochrome-c 2-oxidoreductase
41896,tetradecanoyl-[acp]:NAD+ trans-2-oxidoreductase
31167,(S)-3-hydroxytetradecanoyl-CoA:NAD+ oxidoreductase
13965,L-cystathionine L-homocysteine-lyase (deaminating pyruvate-forming)
21648,prephenate hydro-lyase (decarboxylating phenylpyruvate-forming)
10800,XMP:pyrophosphate phosphoribosyltransferase
11724,"adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)"
28783,L-cysteinylglycine dipeptidase
24628,ammonia:NAD+ oxidoreductase
20013,carbamoyl-phosphate:L-aspartate carbamoyltransferase
18133,ATP:selenate adenylyltransferase
27551,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 8 isopentenyl units)"
21448,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)
24882,(S)-1-pyrroline-5-carboxylate:NADP+ oxidoreductase
25197,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphohydrolase
15265,pyridoxine 5'-phosphate synthase
27718,inosine 5'-monophosphate phosphohydrolase
54900,hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase
16809,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate pyruvate-lyase (succinate-forming)"
16109,ATP:D-fructose-6-phosphate 1-phosphotransferase
11172,5-methyltetrahydrofolate:L-homocysteine S-methyltransferase
29371,2'-deoxyadenosine 5'-monophosphate phosphohydrolase
23736,5-hydroxyisourate amidohydrolase
27762,CTP diphosphohydrolase (diphosphate-forming)
30939,ATP:dIDP phosphotransferase
23784,L-proline:quinone oxidoreductase
24869,S-methyl-5'-thioadenosine:phosphate S-methyl-5-thio-alpha-D-ribosyl-transferase
21080,ATP:L-methionine S-adenosyltransferase
25104,ATP:pyridoxal 5'-phosphotransferase
13557,gamma-L-glutamyl-L-cysteine:glycine ligase (ADP-forming)
45764,L-aspartate-4-semialdehyde:NAD+ oxidoreductase
21020,5-O-(1-carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)
51624,GTP:formate 2'-oxidoreductase
34851,(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase
22860,ATP:nicotinamide-nucleotide adenylyltransferase
17641,L-arginine carboxy-lyase (agmatine-forming)
15841,beta-D-glucose-6-phosphate:NAD+ 1-oxidoreductase
26301,"5-hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate carboxy-lyase [(S)-allantoin-forming]"
12120,ATP:alpha-D-glucose-1-phosphate adenylyltransferase
11920,4a-hydroxytetrahydrobiopterin hydro-lyase
22472,ATP:pantothenate 4'-phosphotransferase
17825,ATP:beta-D-glucose 6-phosphotransferase
16117,acetoacetate:CoA ligase (AMP-forming)
13977,D-serine ammonia-lyase
11224,D-alanine:D-alanine ligase (ADP-forming)
24927,L-cystine thiocysteine-lyase (deaminating pyruvate-forming)
19985,S-(hydroxymethyl)glutathione dehydrogenase
46164,NADH:menaquinone oxidoreductase
28410,4-(gamma-L-glutamylamino)butanal:NADP+ oxidoreductase
41800,acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)
13185,porphobilinogen:(4-[2-carboxyethyl]-3-[carboxymethyl]pyrrol-2-yl)methyltransferase (hydrolysing)
25094,ATP:dCMP phosphotransferase
16901,"acetyl-CoA:L-2,4-diaminobutanoate N4-acetyltransferase"
12376,ATP:L-fuculose 1-phosphotransferase
12821,2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase (D-glyceraldehyde-3-phosphate-forming)
19541,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating)
28675,D-galactose 1-epimerase
29359,uridine 5'-monophosphate phosphohydrolase
12248,UDP-N-acetylmuramate:NADP+ oxidoreductase
19433,ATP:D-gluconate 6-phosphotransferase
16669,xanthine:NAD+ oxidoreductase
24252,"P1,P4-bis(5'-adenosyl)-tetraphosphate nucleotidebisphosphohydrolase"
22192,10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase
24825,dimethylallyl diphosphate:ferredoxin oxidoreductase
19801,ATP:pantetheine-4'-phosphate adenylyltransferase
42340,4-(gamma-L-glutamylamino)butanal:NAD+ oxidoreductase
51620,CTP:formate 2'-oxidoreductase
19625,L-threonine acetaldehyde-lyase (glycine-forming)
41848,octanoyl-[acp]:NAD+ trans-2-oxidoreductase
13869,prephenate:NAD+ oxidoreductase(decarboxylating)
23148,ATP:propanoate phosphotransferase
13101,"4,5-dihydro-4-oxo-5-imidazolepropanoate hydro-lyase"
13989,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase
21256,phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase
22636,dCTP nucleotidohydrolase
25294,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al:NAD+ oxidoreductase"
16825,ATP:uridine 5'-phosphotransferase
17453,5-phospho-D-ribosylamine:glycine ligase (ADP-forming)
13245,isocitrate glyoxylate-lyase (succinate-forming)
30887,"6-(hydroxymethyl)-7,8-dihydropterin:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase"
19481,succinyl-CoA:acetyl-CoA C-acyltransferase
19949,"(7,8-dihydropterin-6-yl)methyl diphosphate:4-aminobenzoate 2-amino-4-hydroxy-7,8-dihydropteridine-6-methenyltransferase"
25066,"(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase"
23424,"D-glucosamine 1-phosphate 1,6-phosphomutase"
11800,NAD+ phosphohydrolase
20397,O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase
16425,formaldehyde:NAD+ oxidoreductase
24670,hypoxanthine:NAD+ oxidoreductase
32271,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase"
15609,ATP:D-ribose-5-phosphate diphosphotransferase
27758,glycine:NAD+ 2-oxidoreductase (tetrahydrofolate-methylene-adding)
14657,D-ribose-5-phosphate aldose-ketose-isomerase
10040,"adenosine-3',5'-bisphosphate 3'-phosphohydrolase"
19129,ATP:thymidine 5'-phosphotransferase
28386,"UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine:undecaprenyl-phosphate phospho-N-acetylmuramoyl-pentapeptide-transferase"
29399,inosine 5'-triphosphate pyrophosphohydrolase
14053,"phosphoenolpyruvate:D-arabinose-5-phosphate C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)"
13517,ATP:dTMP phosphotransferase
21732,chorismate pyruvate-lyase (amino-accepting anthranilate-forming)
11064,"beta-D-fructose 1,6-bisphosphate 1-phosphohydrolase"
15481,"5,10-methylenetetrahydrofolate:glycine hydroxymethyltransferase"
18037,agmatine iminohydrolase
25098,ATP:UDP phosphotransferase
27485,allantoate amidinohydrolase (decarboxylating)
41900,tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)
10420,taurine:pyruvate aminotransferase
15689,"L-2,4-diaminobutanoate carboxy-lyase"
30727,dATP:pyruvate 2-O-phosphotransferase
22828,phosphoribosyl-ATP pyrophosphohydrolase
13313,sarcosine:oxygen oxidoreductase (demethylating)
17281,ectoine hydro-lyase
28162,GTP:cytidine 5'-phosphotransferase
19025,L-aspartic acid:oxygen oxidoreductase (deaminating)
21524,"acetyl-CoA:3-methyl-2-oxobutanoate C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)"
15053,10-formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase
34799,"2,3-didehydroadipoyl-CoA:acetyl-CoA C-didehydroadipoyltransferase (double bond migration)"
23520,acetyl-CoA:propanoate CoA-transferase
12172,D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing)
23160,L-rhamnose ketol-isomerase
30747,"palmitoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"
28066,CMP-3-deoxy-D-manno-oct-2-ulosonate:lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase
19397,(R)-4'-phosphopantothenate:L-cysteine ligase
10964,ATP:D-xylulose 5-phosphotransferase
10676,3-isopropylmalate hydro-lyase
14877,ATP:L-glutamate 5-phosphotransferase
14465,L-histidinol-phosphate phosphohydrolase
51616,ATP:formate 2'-oxidoreductase
27714,guanosine 5'-monophosphate phosphohydrolase
30547,(S)-hydroxyhexanoyl-CoA hydro-lyase
17941,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate hydro-lyase"
10412,ADP-ribose ribophosphohydrolase
33799,L-histidinol:NAD+ oxidoreductase
32263,4-aminobutanoate:pyruvate aminotransferase
18405,L-alanine:NAD+ oxidoreductase (deaminating)
24292,acetyl-CoA:L-glutamate N-acetyltransferase
19689,L-xylulose 1-phosphate glycolaldehyde-lyase (glycerone-phosphate-forming)
27858,"2',3'-cyclic GMP 3'-nucleotidohydrolase"
65032,protoporphyrinogen IX:quinone oxidoreductase
22088,ATP:GTP 3'-diphosphotransferase
18977,sn-glycerol-3-phosphate:(acceptor) 2-oxidoreductase
16573,O-phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase
41824,(3R)-3-hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase
15169,N-succinyl-L-glutamate amidohydrolase
30783,D-glyceraldehyde:NAD+ oxidoreductase
22108,L-threonine ammonia-lyase (2-oxobutanoate-forming)
21096,3-dehydroquinate hydro-lyase
10932,L-citrulline:L-aspartate ligase (AMP-forming)
14801,ATP:3-phospho-D-glycerate 1-phosphotransferase
13073,guanosine 3'-diphosphate 5'-triphosphate 5'-phosphohydrolase
31227,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase"
24674,ATP:cytidine 5'-phosphotransferase
23372,UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)
15613,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase
10892,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase"
28610,XTP pyrophosphohydrolase
16845,acetyl-CoA:oxaloacetate C-acetyltransferase (thioester-hydrolysing)
27638,xanthosine:orthophosphate ribosyltransferase
15817,pyridoxamine-5'-phosphate:oxygen oxidoreductase (deaminating)
41908,(3R)-3-hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase
18253,(S)-malate:NADP+ oxidoreductase(oxaloacetate-decarboxylating)
22840,D-glutamine amidohydrolase
28062,CMP-3-deoxy-D-manno-oct-2-ulosonate:(KDO)-lipid IVA 3-deoxy-D-manno-oct-2-ulosonate transferase
11196,nicotinate-nucleotide:dimethylbenzimidazole phospho-D-ribosyltransferase
19553,L-tryptophan indole-lyase (deaminating pyruvate-forming)
18321,L-leucine:2-oxoglutarate aminotransferase
24809,"(R)-2,3-dihydroxy-3-methylbutanoate hydro-lyase"
10300,D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)
27898,adenosine 3'-phosphate phosphohydrolase
32171,"phenylacetyl-CoA:oxygen oxidoreductase (1,2-epoxidizing)"
28659,lactose galactohydrolase
21016,L-asparagine amidohydrolase
19361,geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase
20517,UDP-N-acetyl-D-glucosamine 4-epimerase
18169,4-hydroxy-2-oxoglutarate glyoxylate-lyase (pyruvate-forming)
34767,S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate aminomethyltransferase (ammonia-forming)
10840,O-phospho-L-homoserine phosphate-lyase (adding waterL-threonine-forming)
21208,O-phospho-L-serine phosphohydrolase
22408,dimethylallyl-diphosphate:isopentenyl-diphosphate dimethylallyltranstransferase
23776,ATP:L-aspartate 4-phosphotransferase
41928,octadecanoyl-[acp]:NAD+ trans-2-oxidoreductase
21232,L-histidine ammonia-lyase (urocanate-forming)
16417,(S)-1-pyrroline-5-carboxylate:NAD+ oxidoreductase
25424,GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase
26119,(E)-4-hydroxy-3-methylbut-2-en-1-yl-diphosphate:oxidized ferredoxin oxidoreductase (hydrating)
14157,triphosphate phosphohydrolase
15869,D-alanine:2-oxoglutarate aminotransferase
31039,"lauroyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase"
14665,guanine aminohydrolase
11692,NADPH:NAD+ oxidoreductase
28534,dTTP diphosphohydrolase
18681,phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase
34115,carboxynorspermidine:NADP+ oxidoreductase
16293,2-isopropylmalate hydro-lyase
29367,cytidine-5'-monophosphate phosphohydrolase
15133,L-glutamate:NAD+ oxidoreductase (deaminating)
41864,decanoyl-[acp]:NAD+ trans-2-oxidoreductase
15033,pyridoxine:oxygen oxidoreductase (deaminating)
22492,N-formimino-L-glutamate formiminohydrolase
35323,"2,3,4,5-tetrahydrodipicolinate:NAD+ 4-oxidoreductase"
25058,"trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating)"
21968,2-dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)
30235,L-glutamate gamma-semialdehyde:NAD+ oxidoreductase
20772,"6,7-dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase"
13429,CTP: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
12084,D-mannitol:NAD+ 2-oxidoreductase
31139,"(R)-2,3-dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)"
23176,acetyl adenylate:CoA acetyltransferase
23584,"7,8-dihydropteroate:L-glutamate ligase (ADP-forming)"
15761,L-homoserine:NADP+ oxidoreductase
13725,acetyl-CoA:D-glucosamine-1-phosphate N-acetyltransferase
16833,glutathione:hydrogen-peroxide oxidoreductase
42288,pimeloyl-[acyl-carrier protein]:L-alanine C-pimeloyltransferase (decarboxylating)
14277,"L-lactaldehyde:NAD oxidoreductase"
35095,"choline trimethylamine-lyase"
21384,phenylalanine deaminase
30131,"octanoyl-[acyl-carrier protein] hydrolase"
54644,"trans-4-hydroxy-L-proline dehydratase"
28414,gamma-glutamylputrescine oxidase
76495,D-glutamate N-acetyltransferase
18609,N-acetylornithine carbamoyltransferase
21708,S-adenoylhomocysteine hydrolase
41920,fatty acid synthase
34935,Nucleotidyltransferases
31507,"pyridoxal 5′-phosphate synthase (glutamine hydrolysing)"
41932,oleoyl-[acyl-carrier-protein] hydrolase
11500,3-deoxy-manno-octulosonate-8-phosphatase
54828,"dimethylamine,NADPH:oxygen oxidoreductase (formaldehyde-forming)"
21368,"factor-independent urate hydroxylase"
17029,allantoinase
30367,adenosylcobalamin/α-ribazole phosphatase
27345,"aerobic 5,6-dimethylbenzimidazole synthase"
30119,"dodecanoyl-[acyl-carrier-protein] hydrolase"
35215,"(deoxy)inosine diphosphatase"
28278,cysteine sulfinate desulfinase
15649,spontaneous reaction
20533,pyridoxal phosphatase
21612,gluconate dehydratase
16953,succinylornithine transaminase
61300,5-deoxyribulose 1-phosphate aldolase
31131,"phosphoribosylglycinamide formyltransferase"
13541,tetrathionate hydrolase
25796,methionine transaminase
41840,fatty acid synthase
23256,adenosyl-cobyric acid synthase
19533,N-succinylarginine dihydrolase
13389,glutaryl-CoA dehydrogenase
20217,trimethylamine-oxide aldolase
25078,spontaneous reaction
21948,formamidase
37751,aconitate isomerase
19045,(R)-citramalate synthase
41916,β-ketoacyl synthetase
16957,"3′,5′-cyclic-GMP phosphodiesterase"
22488,S-(hydroxymethyl)glutathione synthase
12921,5-aminolevulinate synthase
19737,"γ-glutamyl-γ-aminobutyrate hydrolase"
70427,Thioester hydrolases
11492,threonine-phosphate decarboxylase
10712,phenylalanine 2-monooxygenase
20001,glycolaldehyde dehydrogenase
54528,spontaneous reaction
33707,L-threonine kinase
30043,L-aspartate oxidase
82027,spontaneous reaction
63204,fatty acid synthase
30115,acyl carrier phosphodiesterase
23412,acetylputrescine deacetylase
61296,S-methyl-5-thioribose-1-phosphate isomerase
28334,dATP/dGTP diphosphatase
25306,dihydroneopterin hydrolase
28234,spontaneous reaction
41924,fatty acid synthase
30123,acyl carrier phosphodiesterase
26454,acrylyl-CoA reductase
26518,3-Hydroxypropionyl-CoA hydrolyase
20888,3-hydroxyisobutyryl-CoA hydrolase
13357,3-hydroxypropionate dehydrogenase
